date,home_team,away_team,home_xg,away_xg,home_1h_xg,away_1h_xg,home_2h_xg,away_2h_xg,home_shots_1h,away_shots_1h,league,season
2022-09-10,Espanol,Sevilla,2.6,2.79,1.12,1.1,1.48,1.69,8,6,La_Liga,2022-2023
2022-09-10,Ath Madrid,Celta,3.63,1.57,1.27,0.67,2.36,0.9,5,7,La_Liga,2022-2023
2022-09-11,Getafe,Sociedad,2.22,1.05,0.98,0.46,1.24,0.59,8,2,La_Liga,2022-2023
2022-09-11,Real Madrid,Mallorca,3.62,0.66,1.27,0.25,2.35,0.41,3,5,La_Liga,2022-2023
2022-09-11,Betis,Villarreal,1.31,0.72,0.48,0.31,0.83,0.41,8,2,La_Liga,2022-2023
2022-09-11,Elche,Ath Bilbao,1.79,4.0,0.78,2.09,1.01,1.91,5,1,La_Liga,2022-2023
2022-09-12,Almeria,Osasuna,0.15,1.28,0.05,0.48,0.1,0.8,5,3,La_Liga,2022-2023
2022-09-16,Valladolid,Cadiz,0.36,0.64,0.15,0.25,0.21,0.39,3,7,La_Liga,2022-2023
2022-09-17,Barcelona,Elche,3.18,0.1,1.7,0.04,1.48,0.06,3,4,La_Liga,2022-2023
2022-09-17,Mallorca,Almeria,1.54,0.27,0.84,0.11,0.7,0.16,6,4,La_Liga,2022-2023
2022-09-17,Valencia,Celta,3.16,0.38,1.65,0.19,1.51,0.19,8,1,La_Liga,2022-2023
2022-09-17,Ath Bilbao,Vallecano,3.79,1.89,1.57,0.93,2.22,0.96,2,5,La_Liga,2022-2023
2022-09-18,Sociedad,Espanol,1.89,1.12,0.71,0.49,1.18,0.63,8,3,La_Liga,2022-2023
2022-09-18,Osasuna,Getafe,0.67,2.54,0.33,1.25,0.34,1.29,4,3,La_Liga,2022-2023
2022-09-18,Ath Madrid,Real Madrid,1.54,2.26,0.69,1.09,0.85,1.17,3,7,La_Liga,2022-2023
2022-09-18,Villarreal,Sevilla,1.99,1.02,0.7,0.4,1.29,0.62,2,5,La_Liga,2022-2023
2022-09-18,Betis,Girona,2.89,1.42,1.19,0.72,1.7,0.7,2,6,La_Liga,2022-2023
2022-09-30,Ath Bilbao,Almeria,3.52,0.31,1.36,0.14,2.16,0.17,8,5,La_Liga,2022-2023
2022-10-01,Getafe,Valladolid,2.04,2.05,0.79,0.81,1.25,1.24,7,5,La_Liga,2022-2023
2022-10-01,Sevilla,Ath Madrid,0.15,2.78,0.08,1.5,0.07,1.28,2,4,La_Liga,2022-2023
2022-10-01,Cadiz,Villarreal,0.85,0.1,0.37,0.05,0.48,0.05,3,6,La_Liga,2022-2023
2022-10-01,Mallorca,Barcelona,0.51,0.72,0.2,0.37,0.31,0.35,3,3,La_Liga,2022-2023
2022-10-02,Espanol,Valencia,2.47,1.41,1.08,0.54,1.39,0.87,2,4,La_Liga,2022-2023
2022-10-02,Celta,Betis,0.6,1.07,0.27,0.48,0.33,0.59,5,7,La_Liga,2022-2023
2022-10-02,Real Madrid,Osasuna,1.56,1.13,0.76,0.53,0.8,0.6,2,3,La_Liga,2022-2023
2022-10-02,Girona,Sociedad,2.82,4.0,1.27,2.07,1.55,1.93,4,1,La_Liga,2022-2023
2022-10-03,Vallecano,Elche,2.06,2.14,0.9,1.04,1.16,1.1,8,4,La_Liga,2022-2023
2022-10-07,Osasuna,Valencia,1.39,1.92,0.49,0.77,0.9,1.15,4,3,La_Liga,2022-2023
2022-10-08,Sevilla,Ath Bilbao,1.51,2.03,0.68,0.85,0.83,1.18,3,7,La_Liga,2022-2023
2022-10-08,Getafe,Real Madrid,0.54,0.69,0.25,0.27,0.29,0.42,7,3,La_Liga,2022-2023
2022-10-08,Almeria,Vallecano,2.74,1.71,1.26,0.6,1.48,1.11,5,5,La_Liga,2022-2023
2022-10-08,Ath Madrid,Girona,1.63,0.89,0.8,0.37,0.83,0.52,5,7,La_Liga,2022-2023
2022-10-09,Barcelona,Celta,1.84,0.56,0.79,0.2,1.05,0.36,7,6,La_Liga,2022-2023
2022-10-09,Cadiz,Espanol,2.1,2.55,0.81,1.22,1.29,1.33,5,7,La_Liga,2022-2023
2022-10-09,Sociedad,Villarreal,0.98,0.4,0.42,0.19,0.56,0.21,8,1,La_Liga,2022-2023
2022-10-09,Valladolid,Betis,0.94,0.78,0.46,0.38,0.48,0.4,7,4,La_Liga,2022-2023
2022-10-10,Elche,Mallorca,1.09,2.34,0.54,1.07,0.55,1.27,3,4,La_Liga,2022-2023
2022-10-14,Vallecano,Getafe,0.54,0.76,0.2,0.32,0.34,0.44,2,3,La_Liga,2022-2023
2022-10-15,Valencia,Elche,2.28,2.48,0.8,1.21,1.48,1.27,3,6,La_Liga,2022-2023
2022-10-15,Girona,Cadiz,1.63,1.14,0.62,0.55,1.01,0.59,5,2,La_Liga,2022-2023
2022-10-15,Ath Bilbao,Ath Madrid,0.15,0.97,0.07,0.34,0.08,0.63,3,3,La_Liga,2022-2023
2022-10-15,Mallorca,Sevilla,1.23,1.7,0.53,0.69,0.7,1.01,4,6,La_Liga,2022-2023
2022-10-16,Espanol,Valladolid,1.51,0.21,0.62,0.12,0.89,0.09,8,4,La_Liga,2022-2023
2022-10-16,Celta,Sociedad,1.4,1.41,0.53,0.58,0.87,0.83,7,3,La_Liga,2022-2023
2022-10-16,Betis,Almeria,3.67,0.8,1.38,0.42,2.29,0.38,8,7,La_Liga,2022-2023
2022-10-16,Real Madrid,Barcelona,3.24,0.77,1.64,0.32,1.6,0.45,7,3,La_Liga,2022-2023
2022-10-17,Villarreal,Osasuna,2.37,0.27,0.87,0.11,1.5,0.16,3,5,La_Liga,2022-2023
2022-10-18,Sevilla,Valencia,0.96,1.83,0.52,0.89,0.44,0.94,3,5,La_Liga,2022-2023
2022-10-18,Getafe,Ath Bilbao,1.75,2.41,0.77,0.91,0.98,1.5,5,1,La_Liga,2022-2023
2022-10-18,Ath Madrid,Vallecano,2.11,1.31,1.0,0.52,1.11,0.79,2,1,La_Liga,2022-2023
2022-10-19,Elche,Real Madrid,0.45,3.13,0.2,1.36,0.25,1.77,8,6,La_Liga,2022-2023
2022-10-19,Sociedad,Mallorca,2.03,0.68,1.07,0.33,0.96,0.35,5,2,La_Liga,2022-2023
2022-10-19,Cadiz,Betis,0.16,0.1,0.06,0.05,0.1,0.05,7,4,La_Liga,2022-2023
2022-10-19,Valladolid,Celta,4.26,0.49,2.06,0.25,2.2,0.24,5,1,La_Liga,2022-2023
2022-10-20,Osasuna,Espanol,2.01,0.1,0.96,0.05,1.05,0.05,2,4,La_Liga,2022-2023
2022-10-20,Barcelona,Villarreal,3.41,0.44,1.36,0.22,2.05,0.22,6,2,La_Liga,2022-2023
2022-10-20,Almeria,Girona,3.13,2.1,1.46,0.98,1.67,1.12,6,2,La_Liga,2022-2023
2022-10-22,Valencia,Mallorca,1.82,2.48,0.78,0.96,1.04,1.52,2,5,La_Liga,2022-2023
2022-10-22,Real Madrid,Sevilla,2.62,1.02,1.11,0.39,1.51,0.63,6,6,La_Liga,2022-2023
2022-10-22,Vallecano,Cadiz,4.5,1.61,1.71,0.75,2.79,0.86,4,2,La_Liga,2022-2023
2022-10-22,Valladolid,Sociedad,1.26,0.15,0.59,0.07,0.67,0.08,6,3,La_Liga,2022-2023
2022-10-23,Villarreal,Almeria,2.17,1.74,1.02,0.81,1.15,0.93,3,7,La_Liga,2022-2023
2022-10-23,Espanol,Elche,2.52,2.1,1.32,1.13,1.2,0.97,4,4,La_Liga,2022-2023
2022-10-23,Betis,Ath Madrid,1.17,2.64,0.57,1.03,0.6,1.61,5,4,La_Liga,2022-2023
2022-10-23,Barcelona,Ath Bilbao,3.91,0.67,1.68,0.31,2.23,0.36,2,6,La_Liga,2022-2023
2022-10-23,Girona,Osasuna,1.55,1.4,0.85,0.5,0.7,0.9,6,2,La_Liga,2022-2023
2022-10-24,Celta,Getafe,1.54,1.67,0.62,0.8,0.92,0.87,2,7,La_Liga,2022-2023
2022-10-28,Mallorca,Espanol,2.46,1.91,1.2,0.81,1.26,1.1,7,2,La_Liga,2022-2023
2022-10-29,Sevilla,Vallecano,0.26,1.66,0.1,0.62,0.16,1.04,6,3,La_Liga,2022-2023
2022-10-29,Almeria,Celta,3.28,1.39,1.48,0.56,1.8,0.83,7,6,La_Liga,2022-2023
2022-10-29,Cadiz,Ath Madrid,3.63,2.47,1.48,1.08,2.15,1.39,6,2,La_Liga,2022-2023
2022-10-29,Valencia,Barcelona,0.15,1.3,0.07,0.47,0.08,0.83,2,1,La_Liga,2022-2023
2022-10-30,Real Madrid,Girona,1.1,1.21,0.54,0.46,0.56,0.75,8,2,La_Liga,2022-2023
2022-10-30,Osasuna,Valladolid,2.26,1.16,0.89,0.56,1.37,0.6,6,7,La_Liga,2022-2023
2022-10-30,Sociedad,Betis,0.15,2.06,0.06,0.94,0.09,1.12,7,2,La_Liga,2022-2023
2022-10-30,Ath Bilbao,Villarreal,0.86,0.1,0.38,0.04,0.48,0.06,2,5,La_Liga,2022-2023
2022-10-31,Elche,Getafe,0.15,1.57,0.08,0.7,0.07,0.87,7,2,La_Liga,2022-2023
2022-11-04,Girona,Ath Bilbao,1.86,1.27,0.77,0.65,1.09,0.62,4,5,La_Liga,2022-2023
2022-11-05,Valladolid,Elche,3.46,1.73,1.73,0.65,1.73,1.08,6,2,La_Liga,2022-2023
2022-11-05,Getafe,Cadiz,0.15,0.23,0.07,0.12,0.08,0.11,4,7,La_Liga,2022-2023
2022-11-05,Celta,Osasuna,1.3,2.61,0.69,1.28,0.61,1.33,6,5,La_Liga,2022-2023
2022-11-05,Barcelona,Almeria,2.99,0.55,1.28,0.23,1.71,0.32,3,6,La_Liga,2022-2023
2022-11-06,Ath Madrid,Espanol,1.35,1.49,0.67,0.57,0.68,0.92,5,6,La_Liga,2022-2023
2022-11-06,Villarreal,Mallorca,0.49,2.31,0.2,1.1,0.29,1.21,6,5,La_Liga,2022-2023
2022-11-06,Sociedad,Valencia,1.54,1.17,0.77,0.53,0.77,0.64,7,5,La_Liga,2022-2023
2022-11-06,Betis,Sevilla,1.23,1.61,0.59,0.82,0.64,0.79,2,6,La_Liga,2022-2023
2022-11-07,Vallecano,Real Madrid,3.56,1.96,1.42,0.92,2.14,1.04,3,3,La_Liga,2022-2023
2022-11-08,Ath Bilbao,Valladolid,3.21,0.33,1.53,0.17,1.68,0.16,3,5,La_Liga,2022-2023
2022-11-08,Osasuna,Barcelona,1.59,2.96,0.61,1.08,0.98,1.88,5,1,La_Liga,2022-2023
2022-11-08,Elche,Girona,1.47,1.46,0.62,0.71,0.85,0.75,2,7,La_Liga,2022-2023
2022-11-09,Espanol,Villarreal,0.6,1.5,0.3,0.74,0.3,0.76,6,2,La_Liga,2022-2023
2022-11-09,Almeria,Getafe,1.16,0.1,0.55,0.04,0.61,0.06,5,6,La_Liga,2022-2023
2022-11-09,Mallorca,Ath Madrid,1.58,0.41,0.61,0.16,0.97,0.25,5,5,La_Liga,2022-2023
2022-11-09,Sevilla,Sociedad,1.41,1.98,0.74,0.78,0.67,1.2,2,6,La_Liga,2022-2023
2022-11-10,Vallecano,Celta,1.44,0.1,0.52,0.04,0.92,0.06,7,6,La_Liga,2022-2023
2022-11-10,Valencia,Betis,3.78,0.61,1.77,0.28,2.01,0.33,2,4,La_Liga,2022-2023
2022-11-10,Real Madrid,Cadiz,2.45,1.15,1.34,0.43,1.11,0.72,3,6,La_Liga,2022-2023
2022-12-29,Girona,Vallecano,2.42,1.82,0.96,0.81,1.46,1.01,5,5,La_Liga,2022-2023
2022-12-29,Ath Madrid,Elche,2.15,0.1,0.76,0.05,1.39,0.05,8,1,La_Liga,2022-2023
2022-12-29,Betis,Ath Bilbao,0.15,0.96,0.06,0.5,0.09,0.46,2,3,La_Liga,2022-2023
2022-12-30,Getafe,Mallorca,2.43,1.0,1.01,0.39,1.42,0.61,3,5,La_Liga,2022-2023
2022-12-30,Cadiz,Almeria,1.8,1.27,0.86,0.58,0.94,0.69,2,4,La_Liga,2022-2023
2022-12-30,Valladolid,Real Madrid,0.47,2.29,0.17,1.04,0.3,1.25,3,7,La_Liga,2022-2023
2022-12-30,Celta,Sevilla,1.43,1.48,0.59,0.77,0.84,0.71,7,3,La_Liga,2022-2023
2022-12-31,Sociedad,Osasuna,2.53,0.57,1.12,0.25,1.41,0.32,8,2,La_Liga,2022-2023
2022-12-31,Barcelona,Espanol,2.14,1.55,0.84,0.82,1.3,0.73,5,1,La_Liga,2022-2023
2022-12-31,Villarreal,Valencia,2.77,0.97,1.42,0.48,1.35,0.49,5,6,La_Liga,2022-2023
2023-01-06,Valencia,Cadiz,0.15,0.9,0.07,0.44,0.08,0.46,4,7,La_Liga,2022-2023
2023-01-06,Elche,Celta,0.57,1.22,0.22,0.61,0.35,0.61,7,1,La_Liga,2022-2023
2023-01-07,Villarreal,Real Madrid,1.83,1.63,0.7,0.7,1.13,0.93,3,6,La_Liga,2022-2023
2023-01-07,Espanol,Girona,2.09,1.62,0.93,0.78,1.16,0.84,5,3,La_Liga,2022-2023
2023-01-07,Mallorca,Valladolid,2.05,0.1,0.86,0.05,1.19,0.05,2,3,La_Liga,2022-2023
2023-01-08,Sevilla,Getafe,2.56,1.63,1.21,0.81,1.35,0.82,3,6,La_Liga,2022-2023
2023-01-08,Ath Madrid,Barcelona,0.32,1.06,0.13,0.52,0.19,0.54,3,2,La_Liga,2022-2023
2023-01-08,Vallecano,Betis,1.04,1.99,0.5,0.73,0.54,1.26,7,2,La_Liga,2022-2023
2023-01-08,Almeria,Sociedad,0.61,1.41,0.31,0.54,0.3,0.87,3,7,La_Liga,2022-2023
2023-01-09,Ath Bilbao,Osasuna,0.15,0.18,0.06,0.07,0.09,0.11,6,3,La_Liga,2022-2023
2023-01-13,Celta,Villarreal,1.57,1.67,0.69,0.89,0.88,0.78,5,5,La_Liga,2022-2023
2023-01-14,Girona,Sevilla,2.54,1.96,1.22,0.73,1.32,1.23,8,6,La_Liga,2022-2023
2023-01-14,Sociedad,Ath Bilbao,2.91,1.84,1.13,0.88,1.78,0.96,6,2,La_Liga,2022-2023
2023-01-14,Osasuna,Mallorca,1.69,1.04,0.69,0.57,1.0,0.47,6,4,La_Liga,2022-2023
2023-01-14,Valladolid,Vallecano,0.15,0.97,0.07,0.47,0.08,0.5,5,6,La_Liga,2022-2023
2023-01-15,Almeria,Ath Madrid,1.79,0.91,0.78,0.44,1.01,0.47,5,6,La_Liga,2022-2023
2023-01-15,Getafe,Espanol,1.78,2.15,0.92,1.04,0.86,1.11,6,2,La_Liga,2022-2023
2023-01-16,Cadiz,Elche,1.88,1.76,0.99,0.93,0.89,0.83,4,6,La_Liga,2022-2023
2023-01-20,Mallorca,Celta,1.56,0.36,0.74,0.16,0.82,0.2,5,5,La_Liga,2022-2023
2023-01-21,Espanol,Betis,1.39,0.22,0.58,0.11,0.81,0.11,2,3,La_Liga,2022-2023
2023-01-21,Vallecano,Sociedad,0.54,2.39,0.25,0.9,0.29,1.49,4,2,La_Liga,2022-2023
2023-01-21,Ath Madrid,Valladolid,3.3,0.41,1.17,0.18,2.13,0.23,6,4,La_Liga,2022-2023
2023-01-21,Sevilla,Cadiz,1.85,0.1,0.65,0.04,1.2,0.06,8,4,La_Liga,2022-2023
2023-01-22,Elche,Osasuna,1.98,0.54,1.0,0.22,0.98,0.32,8,1,La_Liga,2022-2023
2023-01-22,Barcelona,Getafe,1.79,0.96,0.71,0.35,1.08,0.61,5,2,La_Liga,2022-2023
2023-01-22,Villarreal,Girona,1.79,0.12,0.68,0.04,1.11,0.08,8,6,La_Liga,2022-2023
2023-01-22,Ath Bilbao,Real Madrid,0.82,2.14,0.34,0.92,0.48,1.22,7,5,La_Liga,2022-2023
2023-01-23,Valencia,Almeria,3.23,1.92,1.39,1.03,1.84,0.89,5,7,La_Liga,2022-2023
2023-01-27,Almeria,Espanol,2.35,0.92,1.29,0.39,1.06,0.53,4,3,La_Liga,2022-2023
2023-01-28,Sevilla,Elche,3.79,0.38,1.5,0.21,2.29,0.17,5,4,La_Liga,2022-2023
2023-01-28,Getafe,Betis,0.42,1.48,0.22,0.64,0.2,0.84,7,1,La_Liga,2022-2023
2023-01-28,Girona,Barcelona,0.64,0.9,0.24,0.36,0.4,0.54,6,7,La_Liga,2022-2023
2023-01-28,Cadiz,Mallorca,2.82,0.17,1.54,0.07,1.28,0.1,5,6,La_Liga,2022-2023
2023-01-29,Valladolid,Valencia,0.81,0.31,0.32,0.12,0.49,0.19,5,2,La_Liga,2022-2023
2023-01-29,Celta,Ath Bilbao,0.95,0.1,0.41,0.05,0.54,0.05,8,6,La_Liga,2022-2023
2023-01-29,Osasuna,Ath Madrid,0.15,1.13,0.07,0.48,0.08,0.65,2,4,La_Liga,2022-2023
2023-01-29,Real Madrid,Sociedad,0.28,0.5,0.1,0.24,0.18,0.26,2,3,La_Liga,2022-2023
2023-01-30,Villarreal,Vallecano,0.78,1.14,0.4,0.49,0.38,0.65,5,7,La_Liga,2022-2023
2023-02-01,Betis,Barcelona,1.66,2.04,0.67,1.08,0.99,0.96,2,4,La_Liga,2022-2023
2023-02-02,Real Madrid,Valencia,2.41,0.44,1.11,0.21,1.3,0.23,4,2,La_Liga,2022-2023
2023-02-03,Ath Bilbao,Cadiz,3.43,1.04,1.58,0.47,1.85,0.57,5,6,La_Liga,2022-2023
2023-02-04,Elche,Villarreal,2.96,1.11,1.14,0.51,1.82,0.6,3,5,La_Liga,2022-2023
2023-02-04,Betis,Celta,3.45,4.0,1.84,1.65,1.61,2.35,5,6,La_Liga,2022-2023
2023-02-04,Ath Madrid,Getafe,1.54,1.5,0.7,0.69,0.84,0.81,2,2,La_Liga,2022-2023
2023-02-04,Espanol,Osasuna,1.66,0.59,0.79,0.25,0.87,0.34,3,6,La_Liga,2022-2023
2023-02-05,Mallorca,Real Madrid,1.78,0.85,0.73,0.3,1.05,0.55,4,2,La_Liga,2022-2023
2023-02-05,Girona,Valencia,1.29,0.17,0.54,0.06,0.75,0.11,7,7,La_Liga,2022-2023
2023-02-05,Barcelona,Sevilla,3.36,0.1,1.48,0.05,1.88,0.05,3,4,La_Liga,2022-2023
2023-02-05,Sociedad,Valladolid,0.49,1.36,0.22,0.63,0.27,0.73,5,4,La_Liga,2022-2023
2023-02-06,Vallecano,Almeria,1.5,0.96,0.67,0.47,0.83,0.49,7,5,La_Liga,2022-2023
2023-02-10,Cadiz,Girona,1.71,0.1,0.72,0.04,0.99,0.06,6,3,La_Liga,2022-2023
2023-02-11,Almeria,Betis,1.37,2.59,0.68,1.25,0.69,1.34,5,3,La_Liga,2022-2023
2023-02-11,Sevilla,Mallorca,2.84,0.11,1.23,0.06,1.61,0.05,7,3,La_Liga,2022-2023
2023-02-11,Valencia,Ath Bilbao,1.49,2.49,0.8,1.33,0.69,1.16,3,1,La_Liga,2022-2023
2023-02-12,Valladolid,Osasuna,0.36,0.78,0.16,0.32,0.2,0.46,5,6,La_Liga,2022-2023
2023-02-12,Celta,Ath Madrid,0.24,1.38,0.1,0.63,0.14,0.75,3,2,La_Liga,2022-2023
2023-02-12,Villarreal,Barcelona,0.46,1.23,0.19,0.63,0.27,0.6,5,6,La_Liga,2022-2023
2023-02-12,Getafe,Vallecano,1.77,1.46,0.97,0.67,0.8,0.79,3,7,La_Liga,2022-2023
2023-02-13,Espanol,Sociedad,1.75,3.12,0.85,1.14,0.9,1.98,5,3,La_Liga,2022-2023
2023-02-15,Real Madrid,Elche,3.58,0.43,1.85,0.19,1.73,0.24,4,6,La_Liga,2022-2023
2023-02-17,Girona,Almeria,4.5,2.43,2.35,1.02,2.15,1.41,4,4,La_Liga,2022-2023
2023-02-18,Mallorca,Villarreal,3.95,2.12,1.83,0.89,2.12,1.23,5,2,La_Liga,2022-2023
2023-02-18,Betis,Valladolid,1.57,0.84,0.64,0.36,0.93,0.48,6,4,La_Liga,2022-2023
2023-02-18,Sociedad,Celta,1.82,1.24,0.65,0.67,1.17,0.57,4,2,La_Liga,2022-2023
2023-02-18,Osasuna,Real Madrid,0.74,1.46,0.28,0.59,0.46,0.87,4,7,La_Liga,2022-2023
2023-02-19,Barcelona,Cadiz,2.73,0.1,1.02,0.05,1.71,0.05,4,2,La_Liga,2022-2023
2023-02-19,Ath Madrid,Ath Bilbao,1.32,0.38,0.71,0.2,0.61,0.18,3,6,La_Liga,2022-2023
2023-02-19,Elche,Espanol,1.05,2.04,0.49,0.87,0.56,1.17,6,4,La_Liga,2022-2023
2023-02-19,Vallecano,Sevilla,1.6,0.79,0.81,0.33,0.79,0.46,7,5,La_Liga,2022-2023
2023-02-20,Getafe,Valencia,1.4,0.1,0.51,0.05,0.89,0.05,5,7,La_Liga,2022-2023
2023-02-24,Elche,Betis,3.08,3.69,1.46,1.69,1.62,2.0,2,3,La_Liga,2022-2023
2023-02-25,Cadiz,Vallecano,2.28,0.27,0.94,0.11,1.34,0.16,5,6,La_Liga,2022-2023
2023-02-25,Espanol,Mallorca,2.36,1.14,1.09,0.52,1.27,0.62,2,4,La_Liga,2022-2023
2023-02-25,Real Madrid,Ath Madrid,1.88,0.92,0.87,0.42,1.01,0.5,6,6,La_Liga,2022-2023
2023-02-25,Valencia,Sociedad,1.44,1.01,0.57,0.47,0.87,0.54,3,4,La_Liga,2022-2023
2023-02-26,Celta,Valladolid,2.32,0.1,0.89,0.05,1.43,0.05,8,7,La_Liga,2022-2023
2023-02-26,Ath Bilbao,Girona,1.85,3.41,0.73,1.26,1.12,2.15,4,2,La_Liga,2022-2023
2023-02-26,Almeria,Barcelona,1.33,0.87,0.7,0.42,0.63,0.45,4,3,La_Liga,2022-2023
2023-02-26,Sevilla,Osasuna,3.07,2.81,1.38,1.45,1.69,1.36,2,6,La_Liga,2022-2023
2023-02-27,Villarreal,Getafe,2.74,1.23,0.99,0.48,1.75,0.75,2,3,La_Liga,2022-2023
2023-03-03,Sociedad,Cadiz,0.44,0.29,0.23,0.11,0.21,0.18,3,6,La_Liga,2022-2023
2023-03-04,Ath Madrid,Sevilla,4.5,1.65,2.01,0.63,2.49,1.02,6,7,La_Liga,2022-2023
2023-03-04,Mallorca,Elche,0.69,1.02,0.36,0.48,0.33,0.54,8,6,La_Liga,2022-2023
2023-03-04,Almeria,Villarreal,1.17,1.5,0.47,0.8,0.7,0.7,5,7,La_Liga,2022-2023
2023-03-04,Getafe,Girona,3.19,1.94,1.54,1.0,1.65,0.94,6,7,La_Liga,2022-2023
2023-03-05,Vallecano,Ath Bilbao,0.83,0.81,0.31,0.39,0.52,0.42,3,6,La_Liga,2022-2023
2023-03-05,Barcelona,Valencia,1.38,0.17,0.54,0.06,0.84,0.11,6,2,La_Liga,2022-2023
