date,home_team,away_team,home_xg,away_xg,home_1h_xg,away_1h_xg,home_2h_xg,away_2h_xg,home_shots_1h,away_shots_1h,league,season
2023-09-24,Liverpool,West Ham,2.92,2.01,1.2,0.93,1.72,1.08,6,1,EPL,2023-2024
2023-09-24,Brighton,Bournemouth,3.26,1.41,1.38,0.77,1.88,0.64,4,2,EPL,2023-2024
2023-09-24,Chelsea,Aston Villa,0.2,0.94,0.07,0.41,0.13,0.53,7,1,EPL,2023-2024
2023-09-24,Sheffield United,Newcastle,0.89,4.0,0.48,1.92,0.41,2.08,5,3,EPL,2023-2024
2023-09-24,Arsenal,Tottenham,2.33,2.1,1.07,0.98,1.26,1.12,2,4,EPL,2023-2024
2023-09-30,Aston Villa,Brighton,4.5,0.82,1.87,0.4,2.63,0.42,8,3,EPL,2023-2024
2023-09-30,Bournemouth,Arsenal,0.27,4.0,0.13,1.99,0.14,2.01,5,1,EPL,2023-2024
2023-09-30,Newcastle,Burnley,2.08,0.73,0.79,0.3,1.29,0.43,5,5,EPL,2023-2024
2023-09-30,West Ham,Sheffield United,2.14,0.84,1.15,0.44,0.99,0.4,2,5,EPL,2023-2024
2023-09-30,Wolves,Man City,2.32,1.32,0.98,0.53,1.34,0.79,4,1,EPL,2023-2024
2023-09-30,Tottenham,Liverpool,2.18,1.61,0.81,0.59,1.37,1.02,5,5,EPL,2023-2024
2023-09-30,Everton,Luton,0.84,2.3,0.32,0.94,0.52,1.36,6,6,EPL,2023-2024
2023-09-30,Man United,Crystal Palace,0.76,0.91,0.3,0.36,0.46,0.55,5,1,EPL,2023-2024
2023-10-01,Nott'm Forest,Brentford,2.27,0.75,1.19,0.34,1.08,0.41,6,7,EPL,2023-2024
2023-10-02,Fulham,Chelsea,0.15,1.86,0.06,0.95,0.09,0.91,2,1,EPL,2023-2024
2023-10-03,Luton,Burnley,1.48,2.01,0.81,0.78,0.67,1.23,8,2,EPL,2023-2024
2023-10-07,Everton,Bournemouth,2.85,0.1,1.48,0.05,1.37,0.05,8,5,EPL,2023-2024
2023-10-07,Burnley,Chelsea,1.61,3.52,0.81,1.75,0.8,1.77,4,4,EPL,2023-2024
2023-10-07,Man United,Brentford,2.05,0.83,0.88,0.3,1.17,0.53,2,2,EPL,2023-2024
2023-10-07,Fulham,Sheffield United,3.54,1.25,1.47,0.47,2.07,0.78,8,2,EPL,2023-2024
2023-10-07,Crystal Palace,Nott'm Forest,1.06,0.87,0.52,0.39,0.54,0.48,2,5,EPL,2023-2024
2023-10-07,Luton,Tottenham,0.15,1.13,0.06,0.44,0.09,0.69,8,4,EPL,2023-2024
2023-10-08,Brighton,Liverpool,1.95,2.62,0.92,1.28,1.03,1.34,2,5,EPL,2023-2024
2023-10-08,West Ham,Newcastle,2.35,2.03,1.02,0.72,1.33,1.31,2,7,EPL,2023-2024
2023-10-08,Wolves,Aston Villa,1.22,1.74,0.62,0.62,0.6,1.12,3,4,EPL,2023-2024
2023-10-08,Arsenal,Man City,1.36,0.86,0.72,0.41,0.64,0.45,4,1,EPL,2023-2024
2023-10-21,Nott'm Forest,Luton,2.3,2.17,1.07,1.18,1.23,0.99,6,2,EPL,2023-2024
2023-10-21,Newcastle,Crystal Palace,4.18,0.43,1.86,0.23,2.32,0.2,2,5,EPL,2023-2024
2023-10-21,Liverpool,Everton,2.77,0.73,1.26,0.3,1.51,0.43,8,5,EPL,2023-2024
2023-10-21,Man City,Brighton,2.96,0.89,1.08,0.32,1.88,0.57,5,3,EPL,2023-2024
2023-10-21,Bournemouth,Wolves,1.69,2.34,0.9,1.15,0.79,1.19,4,1,EPL,2023-2024
2023-10-21,Sheffield United,Man United,0.99,1.62,0.46,0.59,0.53,1.03,7,7,EPL,2023-2024
2023-10-21,Brentford,Burnley,3.11,0.93,1.43,0.39,1.68,0.54,5,3,EPL,2023-2024
2023-10-21,Chelsea,Arsenal,2.38,2.72,1.04,1.34,1.34,1.38,2,7,EPL,2023-2024
2023-10-22,Aston Villa,West Ham,4.13,0.93,1.96,0.4,2.17,0.53,6,3,EPL,2023-2024
2023-10-23,Tottenham,Fulham,2.45,0.7,1.07,0.33,1.38,0.37,3,1,EPL,2023-2024
2023-10-27,Crystal Palace,Tottenham,0.76,1.97,0.36,1.07,0.4,0.9,2,6,EPL,2023-2024
2023-10-28,Wolves,Newcastle,2.48,2.75,0.9,1.13,1.58,1.62,3,6,EPL,2023-2024
2023-10-28,Arsenal,Sheffield United,4.39,0.8,1.81,0.38,2.58,0.42,4,2,EPL,2023-2024
2023-10-28,Bournemouth,Burnley,2.85,1.52,1.35,0.73,1.5,0.79,2,7,EPL,2023-2024
2023-10-28,Chelsea,Brentford,1.5,2.45,0.71,0.95,0.79,1.5,7,5,EPL,2023-2024
2023-10-29,West Ham,Everton,0.76,0.84,0.38,0.43,0.38,0.41,8,1,EPL,2023-2024
2023-10-29,Man United,Man City,0.56,3.1,0.22,1.17,0.34,1.93,6,4,EPL,2023-2024
2023-10-29,Brighton,Fulham,0.9,1.43,0.33,0.75,0.57,0.68,7,4,EPL,2023-2024
2023-10-29,Liverpool,Nott'm Forest,3.05,0.11,1.14,0.06,1.91,0.05,5,2,EPL,2023-2024
2023-10-29,Aston Villa,Luton,2.85,0.76,1.38,0.42,1.47,0.34,4,3,EPL,2023-2024
2023-11-04,Everton,Brighton,1.34,1.76,0.48,0.94,0.86,0.82,5,2,EPL,2023-2024
2023-11-04,Man City,Bournemouth,4.5,1.28,2.08,0.56,2.42,0.72,7,6,EPL,2023-2024
2023-11-04,Newcastle,Arsenal,1.54,0.1,0.66,0.05,0.88,0.05,6,4,EPL,2023-2024
2023-11-04,Burnley,Crystal Palace,0.18,2.29,0.08,1.07,0.1,1.22,5,2,EPL,2023-2024
2023-11-04,Fulham,Man United,0.44,1.96,0.17,0.76,0.27,1.2,3,5,EPL,2023-2024
2023-11-04,Brentford,West Ham,2.58,1.8,1.2,0.7,1.38,1.1,6,1,EPL,2023-2024
2023-11-04,Sheffield United,Wolves,2.48,1.17,0.91,0.51,1.57,0.66,2,5,EPL,2023-2024
2023-11-05,Luton,Liverpool,1.74,1.94,0.76,0.9,0.98,1.04,2,4,EPL,2023-2024
2023-11-05,Nott'm Forest,Aston Villa,2.45,0.25,1.15,0.09,1.3,0.16,2,4,EPL,2023-2024
2023-11-06,Tottenham,Chelsea,1.58,3.83,0.62,1.57,0.96,2.26,8,6,EPL,2023-2024
2023-11-11,Bournemouth,Newcastle,2.44,0.1,0.92,0.05,1.52,0.05,7,2,EPL,2023-2024
2023-11-11,Wolves,Tottenham,2.61,1.68,1.02,0.79,1.59,0.89,2,2,EPL,2023-2024
2023-11-11,Arsenal,Burnley,3.2,0.46,1.57,0.18,1.63,0.28,3,1,EPL,2023-2024
2023-11-11,Crystal Palace,Everton,2.35,2.69,0.94,1.44,1.41,1.25,3,1,EPL,2023-2024
2023-11-11,Man United,Luton,1.78,0.29,0.94,0.13,0.84,0.16,3,1,EPL,2023-2024
2023-11-12,Liverpool,Brentford,3.13,1.15,1.51,0.47,1.62,0.68,4,2,EPL,2023-2024
2023-11-12,Brighton,Sheffield United,1.16,1.61,0.6,0.85,0.56,0.76,6,5,EPL,2023-2024
2023-11-12,West Ham,Nott'm Forest,2.98,1.93,1.41,0.93,1.57,1.0,7,6,EPL,2023-2024
2023-11-12,Chelsea,Man City,4.25,4.0,2.23,1.89,2.02,2.11,8,7,EPL,2023-2024
2023-11-12,Aston Villa,Fulham,3.15,1.0,1.33,0.53,1.82,0.47,6,4,EPL,2023-2024
2023-11-25,Newcastle,Chelsea,4.15,0.89,1.93,0.36,2.22,0.53,8,6,EPL,2023-2024
2023-11-25,Man City,Liverpool,0.96,1.21,0.48,0.45,0.48,0.76,4,4,EPL,2023-2024
2023-11-25,Burnley,West Ham,2.03,2.26,0.86,1.22,1.17,1.04,3,2,EPL,2023-2024
2023-11-25,Brentford,Arsenal,0.4,1.1,0.21,0.42,0.19,0.68,2,5,EPL,2023-2024
2023-11-25,Nott'm Forest,Brighton,1.64,3.22,0.7,1.29,0.94,1.93,2,7,EPL,2023-2024
2023-11-25,Sheffield United,Bournemouth,1.03,2.77,0.4,1.35,0.63,1.42,6,2,EPL,2023-2024
2023-11-25,Luton,Crystal Palace,1.89,1.55,0.88,0.76,1.01,0.79,6,4,EPL,2023-2024
2023-11-26,Everton,Man United,0.74,3.22,0.37,1.18,0.37,2.04,4,2,EPL,2023-2024
2023-11-26,Tottenham,Aston Villa,0.61,3.39,0.28,1.54,0.33,1.85,4,7,EPL,2023-2024
2023-11-27,Fulham,Wolves,3.16,2.43,1.29,1.29,1.87,1.14,4,6,EPL,2023-2024
2023-12-02,Newcastle,Man United,1.93,0.25,1.01,0.13,0.92,0.12,8,6,EPL,2023-2024
2023-12-02,Nott'm Forest,Everton,0.68,1.56,0.25,0.68,0.43,0.88,6,7,EPL,2023-2024
2023-12-02,Brentford,Luton,2.94,1.73,1.07,0.93,1.87,0.8,2,7,EPL,2023-2024
2023-12-02,Arsenal,Wolves,2.08,1.03,0.9,0.4,1.18,0.63,6,4,EPL,2023-2024
2023-12-02,Burnley,Sheffield United,4.5,0.9,2.39,0.49,2.11,0.41,8,6,EPL,2023-2024
2023-12-03,Liverpool,Fulham,4.27,3.31,2.21,1.79,2.06,1.52,8,6,EPL,2023-2024
2023-12-03,West Ham,Crystal Palace,1.73,1.37,0.87,0.63,0.86,0.74,6,6,EPL,2023-2024
2023-12-03,Chelsea,Brighton,3.19,2.46,1.47,1.33,1.72,1.13,2,1,EPL,2023-2024
2023-12-03,Man City,Tottenham,2.85,3.36,1.56,1.24,1.29,2.12,3,6,EPL,2023-2024
2023-12-03,Bournemouth,Aston Villa,2.08,2.38,0.77,0.86,1.31,1.52,8,1,EPL,2023-2024
2023-12-05,Wolves,Burnley,1.63,0.35,0.9,0.16,0.73,0.19,4,7,EPL,2023-2024
2023-12-05,Luton,Arsenal,2.65,3.86,0.98,1.53,1.67,2.33,7,1,EPL,2023-2024
2023-12-06,Brighton,Brentford,2.22,1.29,0.82,0.7,1.4,0.59,2,4,EPL,2023-2024
2023-12-06,Aston Villa,Man City,1.49,0.1,0.75,0.05,0.74,0.05,8,2,EPL,2023-2024
2023-12-06,Fulham,Nott'm Forest,4.5,0.29,1.63,0.15,2.87,0.14,6,5,EPL,2023-2024
2023-12-06,Crystal Palace,Bournemouth,0.15,2.17,0.05,0.88,0.1,1.29,6,6,EPL,2023-2024
2023-12-06,Man United,Chelsea,2.89,1.19,1.53,0.42,1.36,0.77,5,7,EPL,2023-2024
2023-12-06,Sheffield United,Liverpool,0.66,2.05,0.34,1.04,0.32,1.01,8,3,EPL,2023-2024
2023-12-07,Everton,Newcastle,3.31,0.65,1.74,0.32,1.57,0.33,7,3,EPL,2023-2024
2023-12-07,Tottenham,West Ham,1.5,1.72,0.72,0.79,0.78,0.93,2,3,EPL,2023-2024
2023-12-09,Brighton,Burnley,1.39,1.16,0.74,0.6,0.65,0.56,8,4,EPL,2023-2024
2023-12-09,Crystal Palace,Liverpool,1.19,1.56,0.58,0.76,0.61,0.8,5,7,EPL,2023-2024
2023-12-09,Aston Villa,Arsenal,1.43,0.36,0.76,0.15,0.67,0.21,8,2,EPL,2023-2024
2023-12-09,Sheffield United,Brentford,1.02,0.55,0.39,0.19,0.63,0.36,5,4,EPL,2023-2024
2023-12-09,Wolves,Nott'm Forest,1.63,1.37,0.88,0.55,0.75,0.82,2,3,EPL,2023-2024
2023-12-09,Man United,Bournemouth,1.18,3.22,0.56,1.62,0.62,1.6,2,5,EPL,2023-2024
2023-12-10,Tottenham,Newcastle,3.92,1.33,2.09,0.55,1.83,0.78,8,3,EPL,2023-2024
2023-12-10,Luton,Man City,1.0,2.32,0.43,1.1,0.57,1.22,4,4,EPL,2023-2024
2023-12-10,Fulham,West Ham,4.5,0.78,2.22,0.3,2.28,0.48,8,7,EPL,2023-2024
2023-12-10,Everton,Chelsea,2.83,0.2,1.38,0.08,1.45,0.12,8,6,EPL,2023-2024
2023-12-15,Nott'm Forest,Tottenham,0.7,2.13,0.38,1.16,0.32,0.97,4,6,EPL,2023-2024
2023-12-16,Man City,Crystal Palace,2.14,1.64,1.07,0.68,1.07,0.96,4,5,EPL,2023-2024
2023-12-16,Chelsea,Sheffield United,1.74,0.46,0.64,0.16,1.1,0.3,5,3,EPL,2023-2024
2023-12-16,Burnley,Everton,0.15,2.04,0.07,1.07,0.08,0.97,7,5,EPL,2023-2024
2023-12-16,Newcastle,Fulham,3.41,0.57,1.29,0.25,2.12,0.32,2,3,EPL,2023-2024
2023-12-17,Arsenal,Brighton,2.37,0.22,1.26,0.1,1.11,0.12,7,7,EPL,2023-2024
2023-12-17,Brentford,Aston Villa,1.19,2.15,0.59,1.11,0.6,1.04,3,1,EPL,2023-2024
2023-12-17,Liverpool,Man United,1.09,0.21,0.58,0.09,0.51,0.12,2,7,EPL,2023-2024
2023-12-17,West Ham,Wolves,3.78,0.7,1.68,0.38,2.1,0.32,4,6,EPL,2023-2024
2023-12-21,Crystal Palace,Brighton,1.97,0.68,0.97,0.32,1.0,0.36,4,1,EPL,2023-2024
2023-12-22,Aston Villa,Sheffield United,1.79,1.1,0.82,0.45,0.97,0.65,6,6,EPL,2023-2024
2023-12-23,Fulham,Burnley,1.19,1.72,0.59,0.85,0.6,0.87,7,4,EPL,2023-2024
2023-12-23,Liverpool,Arsenal,0.99,0.98,0.54,0.47,0.45,0.51,2,6,EPL,2023-2024
2023-12-23,Nott'm Forest,Bournemouth,2.2,2.58,1.21,1.02,0.99,1.56,5,3,EPL,2023-2024
2023-12-23,Tottenham,Everton,2.34,1.53,1.04,0.7,1.3,0.83,2,5,EPL,2023-2024
2023-12-23,Luton,Newcastle,1.48,0.69,0.77,0.35,0.71,0.34,6,2,EPL,2023-2024
2023-12-23,West Ham,Man United,2.75,0.1,1.1,0.05,1.65,0.05,5,3,EPL,2023-2024
2023-12-24,Wolves,Chelsea,2.16,1.2,1.07,0.46,1.09,0.74,3,4,EPL,2023-2024
2023-12-26,Burnley,Liverpool,0.74,1.41,0.39,0.53,0.35,0.88,6,5,EPL,2023-2024
2023-12-26,Sheffield United,Luton,1.9,2.8,0.97,1.21,0.93,1.59,4,7,EPL,2023-2024
2023-12-26,Bournemouth,Fulham,3.33,0.61,1.71,0.23,1.62,0.38,4,3,EPL,2023-2024
2023-12-26,Newcastle,Nott'm Forest,1.45,3.33,0.64,1.82,0.81,1.51,3,7,EPL,2023-2024
2023-12-26,Man United,Aston Villa,2.85,1.86,1.46,0.81,1.39,1.05,6,6,EPL,2023-2024
2023-12-27,Everton,Man City,1.36,3.42,0.66,1.56,0.7,1.86,8,3,EPL,2023-2024
2023-12-27,Chelsea,Crystal Palace,2.23,0.69,0.84,0.27,1.39,0.42,6,1,EPL,2023-2024
2023-12-27,Brentford,Wolves,1.34,3.35,0.5,1.47,0.84,1.88,3,2,EPL,2023-2024
2023-12-28,Arsenal,West Ham,1.31,2.43,0.66,1.33,0.65,1.1,7,5,EPL,2023-2024
2023-12-28,Brighton,Tottenham,3.96,2.82,1.88,1.26,2.08,1.56,2,6,EPL,2023-2024
2023-12-30,Aston Villa,Burnley,3.05,2.35,1.38,0.83,1.67,1.52,4,5,EPL,2023-2024
2023-12-30,Wolves,Everton,2.31,0.43,1.23,0.17,1.08,0.26,2,6,EPL,2023-2024
2023-12-30,Luton,Chelsea,1.94,2.12,0.93,1.16,1.01,0.96,7,1,EPL,2023-2024
2023-12-30,Nott'm Forest,Man United,2.19,0.49,0.94,0.27,1.25,0.22,2,4,EPL,2023-2024
2023-12-30,Crystal Palace,Brentford,2.88,1.35,1.25,0.53,1.63,0.82,5,7,EPL,2023-2024
2023-12-30,Man City,Sheffield United,2.85,0.31,1.34,0.15,1.51,0.16,3,3,EPL,2023-2024
2023-12-31,Fulham,Arsenal,2.23,0.86,1.12,0.31,1.11,0.55,3,7,EPL,2023-2024
2023-12-31,Tottenham,Bournemouth,3.67,1.33,1.7,0.62,1.97,0.71,6,1,EPL,2023-2024
2024-01-01,Liverpool,Newcastle,4.02,2.2,1.82,0.83,2.2,1.37,7,7,EPL,2023-2024
2024-01-02,West Ham,Brighton,0.61,0.83,0.3,0.43,0.31,0.4,2,6,EPL,2023-2024
2024-01-12,Burnley,Luton,1.86,2.05,0.76,0.75,1.1,1.3,3,7,EPL,2023-2024
2024-01-13,Chelsea,Fulham,1.84,1.01,0.79,0.54,1.05,0.47,7,4,EPL,2023-2024
2024-01-13,Newcastle,Man City,2.34,3.21,0.9,1.59,1.44,1.62,8,7,EPL,2023-2024
2024-01-14,Man United,Tottenham,2.3,1.89,0.97,0.93,1.33,0.96,5,5,EPL,2023-2024
2024-01-14,Everton,Aston Villa,0.15,1.22,0.06,0.63,0.09,0.59,2,6,EPL,2023-2024
2024-01-20,Arsenal,Crystal Palace,4.5,0.47,2.29,0.22,2.21,0.25,5,4,EPL,2023-2024
2024-01-20,Brentford,Nott'm Forest,2.55,2.0,1.04,0.8,1.51,1.2,7,2,EPL,2023-2024
2024-01-21,Sheffield United,West Ham,2.14,1.93,1.12,0.9,1.02,1.03,6,5,EPL,2023-2024
2024-01-21,Bournemouth,Liverpool,0.55,4.0,0.23,1.7,0.32,2.3,4,1,EPL,2023-2024
2024-01-22,Brighton,Wolves,0.2,0.74,0.08,0.34,0.12,0.4,8,7,EPL,2023-2024
2024-01-30,Crystal Palace,Sheffield United,2.6,2.98,1.04,1.53,1.56,1.45,7,2,EPL,2023-2024
2024-01-30,Nott'm Forest,Arsenal,1.32,2.69,0.47,1.08,0.85,1.61,8,7,EPL,2023-2024
2024-01-30,Luton,Brighton,4.15,0.1,2.13,0.04,2.02,0.06,8,2,EPL,2023-2024
2024-01-30,Fulham,Everton,0.85,1.02,0.4,0.47,0.45,0.55,6,7,EPL,2023-2024
2024-01-30,Aston Villa,Newcastle,1.39,3.37,0.63,1.21,0.76,2.16,5,7,EPL,2023-2024
2024-01-31,Liverpool,Chelsea,4.5,0.68,2.07,0.34,2.43,0.34,6,3,EPL,2023-2024
2024-01-31,Tottenham,Brentford,3.05,2.59,1.43,1.05,1.62,1.54,3,6,EPL,2023-2024
2024-01-31,Man City,Burnley,3.92,0.78,1.88,0.32,2.04,0.46,5,5,EPL,2023-2024
2024-02-01,Wolves,Man United,3.93,4.0,1.95,1.67,1.98,2.33,2,1,EPL,2023-2024
2024-02-01,West Ham,Bournemouth,0.96,0.44,0.47,0.21,0.49,0.23,7,4,EPL,2023-2024
2024-02-03,Sheffield United,Aston Villa,0.56,4.0,0.23,1.82,0.33,2.18,5,3,EPL,2023-2024
2024-02-03,Burnley,Fulham,2.04,2.5,0.76,1.16,1.28,1.34,3,1,EPL,2023-2024
2024-02-03,Everton,Tottenham,2.03,2.58,0.77,1.36,1.26,1.22,7,4,EPL,2023-2024
2024-02-03,Brighton,Crystal Palace,3.72,1.59,1.43,0.75,2.29,0.84,3,2,EPL,2023-2024
2024-02-03,Newcastle,Luton,3.65,3.96,1.63,2.16,2.02,1.8,3,7,EPL,2023-2024
2024-02-04,Arsenal,Liverpool,2.95,0.92,1.2,0.39,1.75,0.53,6,3,EPL,2023-2024
2024-02-04,Bournemouth,Nott'm Forest,1.38,1.19,0.57,0.51,0.81,0.68,2,3,EPL,2023-2024
2024-02-04,Chelsea,Wolves,2.01,3.95,0.79,1.82,1.22,2.13,7,5,EPL,2023-2024
2024-02-04,Man United,West Ham,2.09,1.03,1.06,0.41,1.03,0.62,4,4,EPL,2023-2024
2024-02-05,Brentford,Man City,0.55,3.43,0.2,1.66,0.35,1.77,3,4,EPL,2023-2024
2024-02-10,Man City,Everton,2.28,0.35,1.18,0.14,1.1,0.21,2,4,EPL,2023-2024
2024-02-10,Fulham,Bournemouth,3.67,1.83,1.35,0.78,2.32,1.05,7,4,EPL,2023-2024
2024-02-10,Wolves,Brentford,0.76,2.4,0.41,1.3,0.35,1.1,5,7,EPL,2023-2024
2024-02-10,Tottenham,Brighton,2.61,0.82,1.22,0.4,1.39,0.42,8,5,EPL,2023-2024
2024-02-10,Liverpool,Burnley,3.44,1.23,1.22,0.45,2.22,0.78,7,7,EPL,2023-2024
2024-02-10,Luton,Sheffield United,1.22,3.18,0.62,1.68,0.6,1.5,3,2,EPL,2023-2024
2024-02-10,Nott'm Forest,Newcastle,2.52,3.22,0.94,1.53,1.58,1.69,8,3,EPL,2023-2024
2024-02-11,West Ham,Arsenal,0.38,4.0,0.17,1.83,0.21,2.17,8,6,EPL,2023-2024
2024-02-11,Aston Villa,Man United,1.48,2.58,0.53,1.29,0.95,1.29,3,5,EPL,2023-2024
2024-02-12,Crystal Palace,Chelsea,1.68,2.98,0.88,1.6,0.8,1.38,7,1,EPL,2023-2024
2024-02-17,Brentford,Liverpool,2.07,4.0,0.98,1.73,1.09,2.27,4,7,EPL,2023-2024
2024-02-17,Burnley,Arsenal,1.11,4.0,0.45,1.9,0.66,2.1,4,3,EPL,2023-2024
2024-02-17,Nott'm Forest,West Ham,2.09,0.1,0.78,0.05,1.31,0.05,2,7,EPL,2023-2024
2024-02-17,Fulham,Aston Villa,1.87,1.78,0.85,0.66,1.02,1.12,7,4,EPL,2023-2024
2024-02-17,Tottenham,Wolves,1.29,2.3,0.52,1.22,0.77,1.08,4,6,EPL,2023-2024
2024-02-17,Man City,Chelsea,0.73,0.77,0.34,0.35,0.39,0.42,6,6,EPL,2023-2024
2024-02-17,Newcastle,Bournemouth,2.23,1.53,1.14,0.73,1.09,0.8,6,5,EPL,2023-2024
