date,home_team,away_team,home_xg,away_xg,home_1h_xg,away_1h_xg,home_2h_xg,away_2h_xg,home_shots_1h,away_shots_1h,league,season
2022-08-29,Valencia,Ath Madrid,0.52,1.6,0.19,0.57,0.33,1.03,6,4,La_Liga,2022-2023
2022-08-30,Leeds,Everton,0.94,1.56,0.35,0.55,0.59,1.01,3,7,EPL,2022-2023
2022-08-30,Fulham,Brighton,1.85,1.55,0.88,0.71,0.97,0.84,7,5,EPL,2022-2023
2022-08-30,Crystal Palace,Brentford,1.08,1.29,0.42,0.71,0.66,0.58,4,1,EPL,2022-2023
2022-08-30,Southampton,Chelsea,2.5,1.38,0.99,0.75,1.51,0.63,3,2,EPL,2022-2023
2022-08-31,Liverpool,Newcastle,2.36,0.83,1.19,0.35,1.17,0.48,3,1,EPL,2022-2023
2022-08-31,West Ham,Tottenham,1.73,0.43,0.7,0.19,1.03,0.24,7,2,EPL,2022-2023
2022-08-31,Man City,Nott'm Forest,4.5,0.51,1.64,0.19,2.86,0.32,3,1,EPL,2022-2023
2022-08-31,Arsenal,Aston Villa,2.36,1.43,0.84,0.65,1.52,0.78,5,6,EPL,2022-2023
2022-08-31,Bournemouth,Wolves,0.85,0.93,0.37,0.44,0.48,0.49,7,4,EPL,2022-2023
2022-09-01,Leicester,Man United,0.48,1.93,0.23,0.77,0.25,1.16,7,5,EPL,2022-2023
2022-09-02,Celta,Cadiz,3.33,1.08,1.74,0.51,1.59,0.57,5,7,La_Liga,2022-2023
2022-09-03,Mallorca,Girona,1.19,0.9,0.44,0.48,0.75,0.42,8,5,La_Liga,2022-2023
2022-09-03,Real Madrid,Betis,2.15,1.16,0.84,0.41,1.31,0.75,4,4,La_Liga,2022-2023
2022-09-03,Sociedad,Ath Madrid,1.3,1.49,0.59,0.59,0.71,0.9,8,2,La_Liga,2022-2023
2022-09-03,Sevilla,Barcelona,0.15,4.0,0.06,1.57,0.09,2.43,3,6,La_Liga,2022-2023
2022-09-03,Tottenham,Fulham,2.49,1.89,1.11,0.71,1.38,1.18,2,4,EPL,2022-2023
2022-09-03,Nott'm Forest,Bournemouth,2.11,3.45,1.13,1.32,0.98,2.13,7,6,EPL,2022-2023
2022-09-03,Aston Villa,Man City,1.45,1.14,0.67,0.54,0.78,0.6,7,1,EPL,2022-2023
2022-09-03,Everton,Liverpool,0.79,0.1,0.34,0.04,0.45,0.06,8,2,EPL,2022-2023
2022-09-03,Brentford,Leeds,4.5,2.47,2.47,1.23,2.03,1.24,8,1,EPL,2022-2023
2022-09-03,Newcastle,Crystal Palace,0.87,0.1,0.32,0.05,0.55,0.05,2,5,EPL,2022-2023
2022-09-03,Chelsea,West Ham,2.26,1.2,1.21,0.64,1.05,0.56,6,4,EPL,2022-2023
2022-09-03,Wolves,Southampton,1.28,0.4,0.58,0.19,0.7,0.21,6,3,EPL,2022-2023
2022-09-04,Ath Bilbao,Espanol,0.57,1.94,0.26,0.76,0.31,1.18,6,3,La_Liga,2022-2023
2022-09-04,Valencia,Getafe,4.18,1.16,2.23,0.43,1.95,0.73,2,5,La_Liga,2022-2023
2022-09-04,Villarreal,Elche,3.42,0.1,1.54,0.04,1.88,0.06,2,7,La_Liga,2022-2023
2022-09-04,Man United,Arsenal,2.62,1.5,1.15,0.81,1.47,0.69,6,7,EPL,2022-2023
2022-09-04,Osasuna,Vallecano,1.9,1.02,0.77,0.55,1.13,0.47,7,4,La_Liga,2022-2023
2022-09-04,Brighton,Leicester,4.5,2.17,2.17,0.93,2.33,1.24,3,5,EPL,2022-2023
2022-09-05,Valladolid,Almeria,1.09,0.42,0.51,0.17,0.58,0.25,2,1,La_Liga,2022-2023
2022-09-09,Girona,Valladolid,2.15,1.19,0.84,0.54,1.31,0.65,4,7,La_Liga,2022-2023
2022-09-10,Vallecano,Valencia,2.82,1.62,1.39,0.66,1.43,0.96,4,1,La_Liga,2022-2023
2022-09-10,Cadiz,Barcelona,0.46,3.24,0.22,1.77,0.24,1.47,8,3,La_Liga,2022-2023
2022-09-10,Espanol,Sevilla,2.6,2.79,1.12,1.1,1.48,1.69,8,6,La_Liga,2022-2023
2022-09-10,Ath Madrid,Celta,3.63,1.57,1.27,0.67,2.36,0.9,5,7,La_Liga,2022-2023
2022-09-11,Getafe,Sociedad,2.22,1.05,0.98,0.46,1.24,0.59,8,2,La_Liga,2022-2023
2022-09-11,Real Madrid,Mallorca,3.62,0.66,1.27,0.25,2.35,0.41,3,5,La_Liga,2022-2023
2022-09-11,Betis,Villarreal,1.31,0.72,0.48,0.31,0.83,0.41,8,2,La_Liga,2022-2023
2022-09-11,Elche,Ath Bilbao,1.79,4.0,0.78,2.09,1.01,1.91,5,1,La_Liga,2022-2023
2022-09-12,Almeria,Osasuna,0.15,1.28,0.05,0.48,0.1,0.8,5,3,La_Liga,2022-2023
2022-09-16,Nott'm Forest,Fulham,2.47,2.22,1.0,1.04,1.47,1.18,2,5,EPL,2022-2023
2022-09-16,Aston Villa,Southampton,1.55,0.73,0.75,0.31,0.8,0.42,3,2,EPL,2022-2023
2022-09-16,Valladolid,Cadiz,0.36,0.64,0.15,0.25,0.21,0.39,3,7,La_Liga,2022-2023
2022-09-17,Newcastle,Bournemouth,0.87,1.42,0.48,0.5,0.39,0.92,5,5,EPL,2022-2023
2022-09-17,Barcelona,Elche,3.18,0.1,1.7,0.04,1.48,0.06,3,4,La_Liga,2022-2023
2022-09-17,Tottenham,Leicester,4.5,1.69,2.1,0.61,2.4,1.08,2,4,EPL,2022-2023
2022-09-17,Mallorca,Almeria,1.54,0.27,0.84,0.11,0.7,0.16,6,4,La_Liga,2022-2023
2022-09-17,Valencia,Celta,3.16,0.38,1.65,0.19,1.51,0.19,8,1,La_Liga,2022-2023
2022-09-17,Ath Bilbao,Vallecano,3.79,1.89,1.57,0.93,2.22,0.96,2,5,La_Liga,2022-2023
2022-09-17,Wolves,Man City,0.5,3.24,0.25,1.75,0.25,1.49,5,6,EPL,2022-2023
2022-09-18,Sociedad,Espanol,1.89,1.12,0.71,0.49,1.18,0.63,8,3,La_Liga,2022-2023
2022-09-18,Osasuna,Getafe,0.67,2.54,0.33,1.25,0.34,1.29,4,3,La_Liga,2022-2023
2022-09-18,Ath Madrid,Real Madrid,1.54,2.26,0.69,1.09,0.85,1.17,3,7,La_Liga,2022-2023
2022-09-18,Villarreal,Sevilla,1.99,1.02,0.7,0.4,1.29,0.62,2,5,La_Liga,2022-2023
2022-09-18,Everton,West Ham,1.78,0.1,0.72,0.04,1.06,0.06,8,3,EPL,2022-2023
2022-09-18,Brentford,Arsenal,0.74,2.34,0.4,1.07,0.34,1.27,4,1,EPL,2022-2023
2022-09-18,Betis,Girona,2.89,1.42,1.19,0.72,1.7,0.7,2,6,La_Liga,2022-2023
2022-09-30,Ath Bilbao,Almeria,3.52,0.31,1.36,0.14,2.16,0.17,8,5,La_Liga,2022-2023
2022-10-01,Getafe,Valladolid,2.04,2.05,0.79,0.81,1.25,1.24,7,5,La_Liga,2022-2023
2022-10-01,West Ham,Wolves,1.93,0.24,0.86,0.13,1.07,0.11,6,2,EPL,2022-2023
2022-10-01,Bournemouth,Brentford,0.44,0.1,0.23,0.04,0.21,0.06,2,2,EPL,2022-2023
2022-10-01,Sevilla,Ath Madrid,0.15,2.78,0.08,1.5,0.07,1.28,2,4,La_Liga,2022-2023
2022-10-01,Cadiz,Villarreal,0.85,0.1,0.37,0.05,0.48,0.05,3,6,La_Liga,2022-2023
2022-10-01,Mallorca,Barcelona,0.51,0.72,0.2,0.37,0.31,0.35,3,3,La_Liga,2022-2023
2022-10-01,Crystal Palace,Chelsea,0.86,2.59,0.31,1.32,0.55,1.27,5,4,EPL,2022-2023
2022-10-01,Liverpool,Brighton,2.74,3.54,1.21,1.39,1.53,2.15,4,7,EPL,2022-2023
2022-10-01,Southampton,Everton,1.58,1.85,0.81,0.88,0.77,0.97,7,2,EPL,2022-2023
2022-10-01,Arsenal,Tottenham,3.49,1.05,1.73,0.53,1.76,0.52,2,2,EPL,2022-2023
2022-10-01,Fulham,Newcastle,2.25,4.0,0.97,2.0,1.28,2.0,7,2,EPL,2022-2023
2022-10-02,Leeds,Aston Villa,1.77,0.1,0.83,0.04,0.94,0.06,8,7,EPL,2022-2023
2022-10-02,Espanol,Valencia,2.47,1.41,1.08,0.54,1.39,0.87,2,4,La_Liga,2022-2023
2022-10-02,Man City,Man United,4.5,2.89,2.1,1.2,2.4,1.69,6,7,EPL,2022-2023
2022-10-02,Celta,Betis,0.6,1.07,0.27,0.48,0.33,0.59,5,7,La_Liga,2022-2023
2022-10-02,Real Madrid,Osasuna,1.56,1.13,0.76,0.53,0.8,0.6,2,3,La_Liga,2022-2023
2022-10-02,Girona,Sociedad,2.82,4.0,1.27,2.07,1.55,1.93,4,1,La_Liga,2022-2023
2022-10-03,Leicester,Nott'm Forest,3.83,0.9,2.06,0.45,1.77,0.45,7,3,EPL,2022-2023
2022-10-03,Vallecano,Elche,2.06,2.14,0.9,1.04,1.16,1.1,8,4,La_Liga,2022-2023
2022-10-07,Osasuna,Valencia,1.39,1.92,0.49,0.77,0.9,1.15,4,3,La_Liga,2022-2023
2022-10-08,Chelsea,Wolves,3.58,0.44,1.42,0.2,2.16,0.24,2,1,EPL,2022-2023
2022-10-08,Sevilla,Ath Bilbao,1.51,2.03,0.68,0.85,0.83,1.18,3,7,La_Liga,2022-2023
2022-10-08,Getafe,Real Madrid,0.54,0.69,0.25,0.27,0.29,0.42,7,3,La_Liga,2022-2023
2022-10-08,Almeria,Vallecano,2.74,1.71,1.26,0.6,1.48,1.11,5,5,La_Liga,2022-2023
2022-10-08,Ath Madrid,Girona,1.63,0.89,0.8,0.37,0.83,0.52,5,7,La_Liga,2022-2023
2022-10-08,Brighton,Tottenham,0.41,1.34,0.17,0.54,0.24,0.8,2,4,EPL,2022-2023
2022-10-08,Bournemouth,Leicester,2.28,1.2,1.1,0.56,1.18,0.64,7,5,EPL,2022-2023
2022-10-08,Man City,Southampton,4.5,0.1,2.21,0.04,2.29,0.06,5,1,EPL,2022-2023
2022-10-08,Newcastle,Brentford,4.5,0.91,1.95,0.37,2.55,0.54,5,5,EPL,2022-2023
2022-10-09,Barcelona,Celta,1.84,0.56,0.79,0.2,1.05,0.36,7,6,La_Liga,2022-2023
2022-10-09,Cadiz,Espanol,2.1,2.55,0.81,1.22,1.29,1.33,5,7,La_Liga,2022-2023
2022-10-09,Sociedad,Villarreal,0.98,0.4,0.42,0.19,0.56,0.21,8,1,La_Liga,2022-2023
2022-10-09,Everton,Man United,1.06,2.18,0.54,0.91,0.52,1.27,5,2,EPL,2022-2023
2022-10-09,Crystal Palace,Leeds,2.01,1.53,1.07,0.58,0.94,0.95,4,1,EPL,2022-2023
2022-10-09,West Ham,Fulham,4.0,0.91,1.87,0.49,2.13,0.42,8,7,EPL,2022-2023
2022-10-09,Arsenal,Liverpool,2.82,2.45,1.16,1.14,1.66,1.31,6,2,EPL,2022-2023
2022-10-09,Valladolid,Betis,0.94,0.78,0.46,0.38,0.48,0.4,7,4,La_Liga,2022-2023
2022-10-10,Elche,Mallorca,1.09,2.34,0.54,1.07,0.55,1.27,3,4,La_Liga,2022-2023
2022-10-10,Nott'm Forest,Aston Villa,1.82,1.15,0.76,0.59,1.06,0.56,6,5,EPL,2022-2023
2022-10-14,Brentford,Brighton,2.45,0.27,1.26,0.14,1.19,0.13,5,7,EPL,2022-2023
2022-10-14,Vallecano,Getafe,0.54,0.76,0.2,0.32,0.34,0.44,2,3,La_Liga,2022-2023
2022-10-15,Valencia,Elche,2.28,2.48,0.8,1.21,1.48,1.27,3,6,La_Liga,2022-2023
2022-10-15,Tottenham,Everton,2.04,0.24,0.76,0.1,1.28,0.14,8,3,EPL,2022-2023
2022-10-15,Girona,Cadiz,1.63,1.14,0.62,0.55,1.01,0.59,5,2,La_Liga,2022-2023
2022-10-15,Leicester,Crystal Palace,0.42,0.67,0.22,0.29,0.2,0.38,7,1,EPL,2022-2023
2022-10-15,Ath Bilbao,Ath Madrid,0.15,0.97,0.07,0.34,0.08,0.63,3,3,La_Liga,2022-2023
2022-10-15,Fulham,Bournemouth,1.79,1.99,0.72,1.08,1.07,0.91,3,4,EPL,2022-2023
2022-10-15,Wolves,Nott'm Forest,1.52,0.49,0.66,0.26,0.86,0.23,8,6,EPL,2022-2023
2022-10-15,Mallorca,Sevilla,1.23,1.7,0.53,0.69,0.7,1.01,4,6,La_Liga,2022-2023
2022-10-16,Espanol,Valladolid,1.51,0.21,0.62,0.12,0.89,0.09,8,4,La_Liga,2022-2023
2022-10-16,Celta,Sociedad,1.4,1.41,0.53,0.58,0.87,0.83,7,3,La_Liga,2022-2023
2022-10-16,Southampton,West Ham,1.56,0.53,0.75,0.23,0.81,0.3,4,2,EPL,2022-2023
2022-10-16,Betis,Almeria,3.67,0.8,1.38,0.42,2.29,0.38,8,7,La_Liga,2022-2023
2022-10-16,Real Madrid,Barcelona,3.24,0.77,1.64,0.32,1.6,0.45,7,3,La_Liga,2022-2023
2022-10-16,Liverpool,Man City,1.29,0.39,0.5,0.17,0.79,0.22,2,6,EPL,2022-2023
2022-10-16,Man United,Newcastle,1.04,0.1,0.52,0.05,0.52,0.05,2,5,EPL,2022-2023
2022-10-16,Aston Villa,Chelsea,0.77,1.87,0.39,0.7,0.38,1.17,2,7,EPL,2022-2023
2022-10-16,Leeds,Arsenal,1.21,0.99,0.45,0.43,0.76,0.56,7,7,EPL,2022-2023
2022-10-17,Villarreal,Osasuna,2.37,0.27,0.87,0.11,1.5,0.16,3,5,La_Liga,2022-2023
2022-10-18,Sevilla,Valencia,0.96,1.83,0.52,0.89,0.44,0.94,3,5,La_Liga,2022-2023
2022-10-18,Getafe,Ath Bilbao,1.75,2.41,0.77,0.91,0.98,1.5,5,1,La_Liga,2022-2023
2022-10-18,Ath Madrid,Vallecano,2.11,1.31,1.0,0.52,1.11,0.79,2,1,La_Liga,2022-2023
2022-10-18,Crystal Palace,Wolves,2.99,1.12,1.06,0.55,1.93,0.57,4,4,EPL,2022-2023
2022-10-18,Brighton,Nott'm Forest,0.53,0.28,0.22,0.11,0.31,0.17,6,5,EPL,2022-2023
2022-10-19,Elche,Real Madrid,0.45,3.13,0.2,1.36,0.25,1.77,8,6,La_Liga,2022-2023
2022-10-19,Sociedad,Mallorca,2.03,0.68,1.07,0.33,0.96,0.35,5,2,La_Liga,2022-2023
2022-10-19,Cadiz,Betis,0.16,0.1,0.06,0.05,0.1,0.05,7,4,La_Liga,2022-2023
2022-10-19,Newcastle,Everton,1.09,0.46,0.55,0.17,0.54,0.29,5,7,EPL,2022-2023
2022-10-19,Valladolid,Celta,4.26,0.49,2.06,0.25,2.2,0.24,5,1,La_Liga,2022-2023
2022-10-19,Brentford,Chelsea,0.44,0.53,0.16,0.26,0.28,0.27,5,3,EPL,2022-2023
2022-10-19,Man United,Tottenham,2.3,0.75,0.94,0.31,1.36,0.44,8,7,EPL,2022-2023
2022-10-19,Bournemouth,Southampton,0.53,1.19,0.21,0.6,0.32,0.59,2,2,EPL,2022-2023
2022-10-19,Liverpool,West Ham,1.59,1.18,0.7,0.58,0.89,0.6,5,3,EPL,2022-2023
2022-10-20,Osasuna,Espanol,2.01,0.1,0.96,0.05,1.05,0.05,2,4,La_Liga,2022-2023
2022-10-20,Leicester,Leeds,2.34,0.54,1.02,0.25,1.32,0.29,8,5,EPL,2022-2023
2022-10-20,Barcelona,Villarreal,3.41,0.44,1.36,0.22,2.05,0.22,6,2,La_Liga,2022-2023
2022-10-20,Fulham,Aston Villa,2.33,0.41,1.14,0.23,1.19,0.18,2,6,EPL,2022-2023
2022-10-20,Almeria,Girona,3.13,2.1,1.46,0.98,1.67,1.12,6,2,La_Liga,2022-2023
2022-10-22,Man City,Brighton,2.81,1.34,1.28,0.69,1.53,0.65,5,3,EPL,2022-2023
2022-10-22,Chelsea,Man United,0.96,1.64,0.44,0.82,0.52,0.82,2,5,EPL,2022-2023
2022-10-22,Nott'm Forest,Liverpool,1.1,1.0,0.43,0.52,0.67,0.48,8,1,EPL,2022-2023
2022-10-22,Everton,Crystal Palace,3.02,0.45,1.47,0.24,1.55,0.21,4,6,EPL,2022-2023
2022-10-22,Valencia,Mallorca,1.82,2.48,0.78,0.96,1.04,1.52,2,5,La_Liga,2022-2023
2022-10-22,Real Madrid,Sevilla,2.62,1.02,1.11,0.39,1.51,0.63,6,6,La_Liga,2022-2023
2022-10-22,Vallecano,Cadiz,4.5,1.61,1.71,0.75,2.79,0.86,4,2,La_Liga,2022-2023
2022-10-22,Valladolid,Sociedad,1.26,0.15,0.59,0.07,0.67,0.08,6,3,La_Liga,2022-2023
2022-10-23,Villarreal,Almeria,2.17,1.74,1.02,0.81,1.15,0.93,3,7,La_Liga,2022-2023
2022-10-23,Southampton,Arsenal,1.85,2.18,0.77,1.11,1.08,1.07,7,1,EPL,2022-2023
2022-10-23,Espanol,Elche,2.52,2.1,1.32,1.13,1.2,0.97,4,4,La_Liga,2022-2023
2022-10-23,Wolves,Leicester,1.13,2.97,0.59,1.29,0.54,1.68,4,4,EPL,2022-2023
2022-10-23,Tottenham,Newcastle,1.39,1.93,0.52,0.95,0.87,0.98,7,4,EPL,2022-2023
2022-10-23,Betis,Ath Madrid,1.17,2.64,0.57,1.03,0.6,1.61,5,4,La_Liga,2022-2023
2022-10-23,Barcelona,Ath Bilbao,3.91,0.67,1.68,0.31,2.23,0.36,2,6,La_Liga,2022-2023
2022-10-23,Girona,Osasuna,1.55,1.4,0.85,0.5,0.7,0.9,6,2,La_Liga,2022-2023
2022-10-23,Aston Villa,Brentford,4.07,0.85,1.61,0.38,2.46,0.47,6,7,EPL,2022-2023
2022-10-23,Leeds,Fulham,1.87,3.19,0.76,1.46,1.11,1.73,4,7,EPL,2022-2023
2022-10-24,West Ham,Bournemouth,2.34,0.94,1.03,0.47,1.31,0.47,3,2,EPL,2022-2023
2022-10-24,Celta,Getafe,1.54,1.67,0.62,0.8,0.92,0.87,2,7,La_Liga,2022-2023
2022-10-28,Mallorca,Espanol,2.46,1.91,1.2,0.81,1.26,1.1,7,2,La_Liga,2022-2023
2022-10-29,Crystal Palace,Southampton,2.2,0.59,0.98,0.21,1.22,0.38,2,1,EPL,2022-2023
2022-10-29,Sevilla,Vallecano,0.26,1.66,0.1,0.62,0.16,1.04,6,3,La_Liga,2022-2023
2022-10-29,Newcastle,Aston Villa,3.89,0.33,1.76,0.18,2.13,0.15,7,6,EPL,2022-2023
2022-10-29,Brighton,Chelsea,3.41,1.06,1.8,0.57,1.61,0.49,4,6,EPL,2022-2023
2022-10-29,Brentford,Wolves,1.21,1.98,0.62,0.82,0.59,1.16,3,5,EPL,2022-2023
2022-10-29,Almeria,Celta,3.28,1.39,1.48,0.56,1.8,0.83,7,6,La_Liga,2022-2023
2022-10-29,Cadiz,Ath Madrid,3.63,2.47,1.48,1.08,2.15,1.39,6,2,La_Liga,2022-2023
2022-10-29,Leicester,Man City,0.31,1.35,0.12,0.66,0.19,0.69,2,7,EPL,2022-2023
2022-10-29,Bournemouth,Tottenham,2.04,2.77,1.07,1.17,0.97,1.6,6,5,EPL,2022-2023
2022-10-29,Valencia,Barcelona,0.15,1.3,0.07,0.47,0.08,0.83,2,1,La_Liga,2022-2023
2022-10-29,Liverpool,Leeds,1.38,2.72,0.64,1.17,0.74,1.55,4,1,EPL,2022-2023
2022-10-29,Fulham,Everton,0.18,0.67,0.09,0.27,0.09,0.4,4,2,EPL,2022-2023
2022-10-30,Arsenal,Nott'm Forest,4.5,0.1,1.68,0.04,2.82,0.06,7,1,EPL,2022-2023
2022-10-30,Real Madrid,Girona,1.1,1.21,0.54,0.46,0.56,0.75,8,2,La_Liga,2022-2023
