date,home_team,away_team,home_xg,away_xg,home_1h_xg,away_1h_xg,home_2h_xg,away_2h_xg,home_shots_1h,away_shots_1h,league,season
2024-09-14,Southampton,Man United,0.31,2.52,0.12,0.89,0.19,1.63,3,6,EPL,2024-2025
2024-09-14,Fulham,West Ham,1.6,0.79,0.58,0.33,1.02,0.46,2,6,EPL,2024-2025
2024-09-14,Liverpool,Nott'm Forest,0.78,1.46,0.38,0.8,0.4,0.66,2,5,EPL,2024-2025
2024-09-14,Man City,Brentford,2.43,0.85,1.07,0.36,1.36,0.49,3,6,EPL,2024-2025
2024-09-14,Crystal Palace,Leicester,2.28,1.95,0.82,0.97,1.46,0.98,7,1,EPL,2024-2025
2024-09-14,Aston Villa,Everton,3.6,2.71,1.28,1.31,2.32,1.4,8,6,EPL,2024-2025
2024-09-15,Wolves,Newcastle,1.65,1.76,0.59,0.89,1.06,0.87,4,3,EPL,2024-2025
2024-09-15,Tottenham,Arsenal,0.68,1.13,0.34,0.43,0.34,0.7,7,5,EPL,2024-2025
2024-09-21,Aston Villa,Wolves,2.88,1.55,1.23,0.81,1.65,0.74,5,3,EPL,2024-2025
2024-09-21,West Ham,Chelsea,0.81,2.36,0.3,0.94,0.51,1.42,8,4,EPL,2024-2025
2024-09-21,Crystal Palace,Man United,0.15,1.17,0.07,0.5,0.08,0.67,8,3,EPL,2024-2025
2024-09-21,Tottenham,Brentford,2.85,1.43,1.55,0.63,1.3,0.8,6,5,EPL,2024-2025
2024-09-21,Southampton,Ipswich,1.68,1.56,0.7,0.76,0.98,0.8,6,2,EPL,2024-2025
2024-09-21,Liverpool,Bournemouth,3.45,0.1,1.7,0.05,1.75,0.05,4,6,EPL,2024-2025
2024-09-21,Leicester,Everton,1.92,1.21,1.03,0.65,0.89,0.56,5,5,EPL,2024-2025
2024-09-21,Fulham,Newcastle,3.23,0.65,1.72,0.33,1.51,0.32,8,2,EPL,2024-2025
2024-09-22,Man City,Arsenal,1.36,1.51,0.51,0.82,0.85,0.69,3,6,EPL,2024-2025
2024-09-22,Brighton,Nott'm Forest,1.81,2.69,0.73,1.28,1.08,1.41,4,2,EPL,2024-2025
2024-09-28,Wolves,Liverpool,1.71,2.42,0.89,0.87,0.82,1.55,6,3,EPL,2024-2025
2024-09-28,Chelsea,Brighton,3.4,2.16,1.84,1.13,1.56,1.03,5,1,EPL,2024-2025
2024-09-28,Brentford,West Ham,1.47,1.66,0.56,0.73,0.91,0.93,2,3,EPL,2024-2025
2024-09-28,Everton,Crystal Palace,2.77,0.73,1.25,0.37,1.52,0.36,2,1,EPL,2024-2025
2024-09-28,Arsenal,Leicester,3.72,1.85,1.83,0.89,1.89,0.96,6,5,EPL,2024-2025
2024-09-28,Nott'm Forest,Fulham,0.4,0.88,0.18,0.38,0.22,0.5,7,3,EPL,2024-2025
2024-09-28,Newcastle,Man City,1.96,1.6,0.92,0.69,1.04,0.91,4,5,EPL,2024-2025
2024-09-29,Man United,Tottenham,0.15,3.08,0.06,1.69,0.09,1.39,3,5,EPL,2024-2025
2024-09-29,Ipswich,Aston Villa,1.6,2.34,0.62,1.02,0.98,1.32,2,1,EPL,2024-2025
2024-09-30,Bournemouth,Southampton,3.45,1.33,1.79,0.52,1.66,0.81,8,2,EPL,2024-2025
2024-10-05,Brentford,Wolves,4.41,2.88,1.76,1.1,2.65,1.78,7,2,EPL,2024-2025
2024-10-05,Man City,Fulham,3.11,1.81,1.36,0.69,1.75,1.12,5,2,EPL,2024-2025
2024-10-05,Everton,Newcastle,1.32,0.73,0.71,0.36,0.61,0.37,8,1,EPL,2024-2025
2024-10-05,West Ham,Ipswich,4.0,0.51,1.7,0.24,2.3,0.27,5,1,EPL,2024-2025
2024-10-05,Crystal Palace,Liverpool,0.71,1.28,0.31,0.59,0.4,0.69,8,6,EPL,2024-2025
2024-10-05,Leicester,Bournemouth,1.17,0.43,0.49,0.21,0.68,0.22,7,5,EPL,2024-2025
2024-10-05,Arsenal,Southampton,3.11,1.01,1.18,0.39,1.93,0.62,5,7,EPL,2024-2025
2024-10-06,Brighton,Tottenham,3.33,1.99,1.77,0.94,1.56,1.05,6,1,EPL,2024-2025
2024-10-06,Aston Villa,Man United,0.15,0.1,0.07,0.05,0.08,0.05,8,2,EPL,2024-2025
2024-10-06,Chelsea,Nott'm Forest,1.85,1.0,0.75,0.42,1.1,0.58,2,1,EPL,2024-2025
2024-10-19,Tottenham,West Ham,3.59,1.84,1.75,0.96,1.84,0.88,3,6,EPL,2024-2025
2024-10-19,Fulham,Aston Villa,1.23,3.21,0.62,1.45,0.61,1.76,4,7,EPL,2024-2025
2024-10-19,Ipswich,Everton,1.09,1.97,0.58,0.89,0.51,1.08,2,1,EPL,2024-2025
2024-10-19,Man United,Brentford,2.04,1.2,1.03,0.42,1.01,0.78,6,2,EPL,2024-2025
2024-10-19,Bournemouth,Arsenal,2.56,0.13,1.12,0.06,1.44,0.07,5,5,EPL,2024-2025
2024-10-19,Newcastle,Brighton,0.38,0.9,0.15,0.33,0.23,0.57,5,6,EPL,2024-2025
2024-10-19,Southampton,Leicester,2.09,2.37,0.94,1.08,1.15,1.29,4,3,EPL,2024-2025
2024-10-20,Liverpool,Chelsea,1.75,1.39,0.73,0.57,1.02,0.82,5,3,EPL,2024-2025
2024-10-20,Wolves,Man City,1.24,2.83,0.59,1.55,0.65,1.28,3,2,EPL,2024-2025
2024-10-21,Nott'm Forest,Crystal Palace,0.75,0.75,0.33,0.37,0.42,0.38,5,7,EPL,2024-2025
2024-10-25,Leicester,Nott'm Forest,1.25,2.9,0.61,1.39,0.64,1.51,7,4,EPL,2024-2025
2024-10-26,Man City,Southampton,1.51,0.31,0.79,0.13,0.72,0.18,6,6,EPL,2024-2025
2024-10-26,Brentford,Ipswich,3.07,2.45,1.11,1.32,1.96,1.13,6,6,EPL,2024-2025
2024-10-26,Everton,Fulham,2.21,1.05,1.08,0.39,1.13,0.66,5,3,EPL,2024-2025
2024-10-26,Brighton,Wolves,2.4,2.33,0.94,0.91,1.46,1.42,3,5,EPL,2024-2025
2024-10-26,Aston Villa,Bournemouth,1.86,1.78,0.76,0.69,1.1,1.09,6,6,EPL,2024-2025
2024-10-27,Arsenal,Liverpool,1.39,1.74,0.62,0.76,0.77,0.98,8,4,EPL,2024-2025
2024-10-27,Chelsea,Newcastle,2.56,1.18,1.26,0.48,1.3,0.7,2,2,EPL,2024-2025
2024-10-27,Crystal Palace,Tottenham,1.24,0.35,0.65,0.17,0.59,0.18,6,3,EPL,2024-2025
2024-10-27,West Ham,Man United,2.54,1.04,1.03,0.46,1.51,0.58,8,6,EPL,2024-2025
2024-11-02,Wolves,Crystal Palace,1.74,2.51,0.68,1.32,1.06,1.19,3,5,EPL,2024-2025
2024-11-02,Bournemouth,Man City,2.03,1.41,0.77,0.51,1.26,0.9,3,4,EPL,2024-2025
2024-11-02,Liverpool,Brighton,3.07,2.2,1.46,0.92,1.61,1.28,5,6,EPL,2024-2025
2024-11-02,Nott'm Forest,West Ham,3.6,1.02,1.49,0.56,2.11,0.46,6,2,EPL,2024-2025
2024-11-02,Southampton,Everton,1.24,0.64,0.62,0.32,0.62,0.32,2,7,EPL,2024-2025
2024-11-02,Ipswich,Leicester,1.48,0.96,0.75,0.49,0.73,0.47,3,4,EPL,2024-2025
2024-11-02,Newcastle,Arsenal,1.47,0.92,0.56,0.45,0.91,0.47,3,1,EPL,2024-2025
2024-11-03,Man United,Chelsea,1.36,1.57,0.52,0.59,0.84,0.98,2,4,EPL,2024-2025
2024-11-03,Tottenham,Aston Villa,4.37,1.25,1.99,0.65,2.38,0.6,6,5,EPL,2024-2025
2024-11-04,Fulham,Brentford,1.75,1.9,0.68,0.76,1.07,1.14,7,7,EPL,2024-2025
2024-11-09,West Ham,Everton,0.64,0.45,0.25,0.18,0.39,0.27,8,6,EPL,2024-2025
2024-11-09,Brighton,Man City,2.5,0.76,0.88,0.34,1.62,0.42,4,5,EPL,2024-2025
2024-11-09,Wolves,Southampton,2.57,0.1,1.12,0.04,1.45,0.06,5,1,EPL,2024-2025
2024-11-09,Liverpool,Aston Villa,1.99,0.1,1.07,0.04,0.92,0.06,8,6,EPL,2024-2025
2024-11-09,Crystal Palace,Fulham,0.37,1.89,0.17,0.96,0.2,0.93,7,6,EPL,2024-2025
2024-11-09,Brentford,Bournemouth,3.28,2.4,1.25,1.08,2.03,1.32,7,1,EPL,2024-2025
2024-11-10,Tottenham,Ipswich,1.81,2.23,0.71,0.94,1.1,1.29,8,4,EPL,2024-2025
2024-11-10,Nott'm Forest,Newcastle,1.22,3.24,0.56,1.49,0.66,1.75,6,6,EPL,2024-2025
2024-11-10,Chelsea,Arsenal,1.89,1.01,0.91,0.4,0.98,0.61,2,2,EPL,2024-2025
2024-11-10,Man United,Leicester,3.83,1.33,1.4,0.59,2.43,0.74,7,7,EPL,2024-2025
2024-11-23,Arsenal,Nott'm Forest,2.74,0.17,1.02,0.06,1.72,0.11,3,6,EPL,2024-2025
2024-11-23,Aston Villa,Crystal Palace,2.33,2.08,1.0,0.74,1.33,1.34,8,4,EPL,2024-2025
2024-11-23,Bournemouth,Brighton,0.98,2.19,0.43,0.78,0.55,1.41,5,4,EPL,2024-2025
2024-11-23,Fulham,Wolves,1.14,3.79,0.43,1.59,0.71,2.2,8,2,EPL,2024-2025
2024-11-23,Everton,Brentford,0.35,0.44,0.15,0.22,0.2,0.22,3,7,EPL,2024-2025
2024-11-23,Leicester,Chelsea,1.03,1.57,0.45,0.59,0.58,0.98,4,4,EPL,2024-2025
2024-11-23,Man City,Tottenham,0.23,3.78,0.1,1.47,0.13,2.31,7,3,EPL,2024-2025
2024-11-24,Ipswich,Man United,0.93,1.46,0.42,0.75,0.51,0.71,5,5,EPL,2024-2025
2024-11-24,Southampton,Liverpool,2.75,3.23,1.42,1.6,1.33,1.63,2,6,EPL,2024-2025
2024-11-25,Newcastle,West Ham,0.15,2.5,0.06,1.13,0.09,1.37,6,6,EPL,2024-2025
2024-11-29,Brighton,Southampton,1.53,1.59,0.58,0.85,0.95,0.74,8,2,EPL,2024-2025
2024-11-30,Nott'm Forest,Ipswich,2.03,0.41,0.9,0.17,1.13,0.24,5,3,EPL,2024-2025
2024-11-30,West Ham,Arsenal,2.62,4.0,1.28,1.5,1.34,2.5,4,1,EPL,2024-2025
2024-11-30,Wolves,Bournemouth,2.34,4.0,1.17,1.69,1.17,2.31,5,4,EPL,2024-2025
2024-11-30,Brentford,Leicester,3.03,1.04,1.24,0.41,1.79,0.63,5,1,EPL,2024-2025
2024-11-30,Crystal Palace,Newcastle,1.06,1.05,0.43,0.48,0.63,0.57,4,2,EPL,2024-2025
2024-12-01,Liverpool,Man City,2.71,0.1,1.34,0.04,1.37,0.06,2,4,EPL,2024-2025
2024-12-01,Tottenham,Fulham,0.79,1.21,0.36,0.61,0.43,0.6,2,1,EPL,2024-2025
2024-12-01,Man United,Everton,3.88,1.02,1.93,0.49,1.95,0.53,3,1,EPL,2024-2025
2024-12-01,Chelsea,Aston Villa,2.41,0.1,1.19,0.04,1.22,0.06,3,3,EPL,2024-2025
2024-12-03,Leicester,West Ham,3.09,1.11,1.61,0.48,1.48,0.63,2,4,EPL,2024-2025
2024-12-03,Ipswich,Crystal Palace,0.42,1.1,0.21,0.57,0.21,0.53,8,5,EPL,2024-2025
2024-12-04,Man City,Nott'm Forest,3.13,0.89,1.69,0.45,1.44,0.44,6,2,EPL,2024-2025
2024-12-04,Aston Villa,Brentford,3.33,1.64,1.74,0.75,1.59,0.89,2,1,EPL,2024-2025
2024-12-04,Southampton,Chelsea,1.33,4.0,0.57,1.98,0.76,2.02,3,3,EPL,2024-2025
2024-12-04,Everton,Wolves,3.84,0.3,1.81,0.13,2.03,0.17,4,2,EPL,2024-2025
2024-12-04,Arsenal,Man United,1.53,0.44,0.71,0.23,0.82,0.21,8,3,EPL,2024-2025
2024-12-04,Newcastle,Liverpool,3.34,2.67,1.25,1.01,2.09,1.66,7,6,EPL,2024-2025
2024-12-05,Fulham,Brighton,3.15,0.61,1.13,0.24,2.02,0.37,2,3,EPL,2024-2025
2024-12-05,Bournemouth,Tottenham,1.47,0.27,0.75,0.11,0.72,0.16,5,2,EPL,2024-2025
2024-12-07,Man United,Nott'm Forest,2.3,2.53,1.02,0.94,1.28,1.59,5,1,EPL,2024-2025
2024-12-07,Crystal Palace,Man City,2.37,2.37,1.24,0.96,1.13,1.41,3,7,EPL,2024-2025
2024-12-07,Brentford,Newcastle,3.82,1.44,1.9,0.7,1.92,0.74,3,3,EPL,2024-2025
2024-12-07,Aston Villa,Southampton,1.82,0.78,0.96,0.34,0.86,0.44,7,1,EPL,2024-2025
2024-12-08,Ipswich,Bournemouth,0.61,2.38,0.22,1.1,0.39,1.28,6,2,EPL,2024-2025
2024-12-08,Tottenham,Chelsea,3.46,3.92,1.9,1.43,1.56,2.49,4,3,EPL,2024-2025
2024-12-08,Leicester,Brighton,2.79,1.84,1.12,0.68,1.67,1.16,8,7,EPL,2024-2025
2024-12-08,Fulham,Arsenal,1.71,2.04,0.83,1.11,0.88,0.93,2,3,EPL,2024-2025
2024-12-09,West Ham,Wolves,2.92,1.81,1.03,0.7,1.89,1.11,7,5,EPL,2024-2025
2024-12-14,Wolves,Ipswich,1.75,2.37,0.74,1.24,1.01,1.13,8,5,EPL,2024-2025
2024-12-14,Newcastle,Leicester,4.02,0.67,1.88,0.27,2.14,0.4,2,1,EPL,2024-2025
2024-12-14,Nott'm Forest,Aston Villa,1.85,1.04,0.99,0.49,0.86,0.55,6,5,EPL,2024-2025
2024-12-14,Liverpool,Fulham,2.39,2.6,1.21,1.29,1.18,1.31,7,3,EPL,2024-2025
2024-12-14,Arsenal,Everton,0.5,0.84,0.18,0.33,0.32,0.51,2,7,EPL,2024-2025
2024-12-15,Brighton,Crystal Palace,2.04,2.72,1.1,1.29,0.94,1.43,2,6,EPL,2024-2025
2024-12-15,Man City,Man United,0.85,2.29,0.32,1.19,0.53,1.1,6,2,EPL,2024-2025
2024-12-15,Southampton,Tottenham,0.15,4.0,0.08,2.0,0.07,2.0,5,6,EPL,2024-2025
2024-12-15,Chelsea,Brentford,2.31,1.7,0.88,0.79,1.43,0.91,7,2,EPL,2024-2025
2024-12-16,Bournemouth,West Ham,1.0,1.18,0.44,0.55,0.56,0.63,8,3,EPL,2024-2025
2024-12-21,West Ham,Brighton,1.54,0.99,0.63,0.43,0.91,0.56,4,4,EPL,2024-2025
2024-12-21,Crystal Palace,Arsenal,1.33,4.0,0.72,1.54,0.61,2.46,5,7,EPL,2024-2025
2024-12-21,Ipswich,Newcastle,0.87,3.82,0.38,1.55,0.49,2.27,4,4,EPL,2024-2025
2024-12-21,Brentford,Nott'm Forest,0.79,1.73,0.28,0.65,0.51,1.08,2,4,EPL,2024-2025
2024-12-21,Aston Villa,Man City,2.02,1.06,0.8,0.42,1.22,0.64,4,6,EPL,2024-2025
2024-12-22,Tottenham,Liverpool,3.27,4.0,1.61,1.87,1.66,2.13,2,2,EPL,2024-2025
2024-12-22,Man United,Bournemouth,0.66,2.26,0.24,1.23,0.42,1.03,3,4,EPL,2024-2025
2024-12-22,Fulham,Southampton,0.87,1.25,0.33,0.52,0.54,0.73,5,7,EPL,2024-2025
2024-12-22,Leicester,Wolves,0.45,2.95,0.17,1.54,0.28,1.41,4,4,EPL,2024-2025
2024-12-22,Everton,Chelsea,0.69,0.1,0.32,0.05,0.37,0.05,4,7,EPL,2024-2025
2024-12-26,Southampton,West Ham,0.95,1.14,0.43,0.58,0.52,0.56,5,6,EPL,2024-2025
2024-12-26,Liverpool,Leicester,2.93,1.88,1.46,1.0,1.47,0.88,5,6,EPL,2024-2025
2024-12-26,Wolves,Man United,2.05,0.6,1.08,0.26,0.97,0.34,2,2,EPL,2024-2025
2024-12-26,Bournemouth,Crystal Palace,0.15,0.11,0.06,0.05,0.09,0.06,2,6,EPL,2024-2025
2024-12-26,Nott'm Forest,Tottenham,1.02,0.18,0.55,0.09,0.47,0.09,7,2,EPL,2024-2025
2024-12-26,Chelsea,Fulham,0.72,1.93,0.33,0.96,0.39,0.97,8,5,EPL,2024-2025
2024-12-26,Newcastle,Aston Villa,3.44,0.59,1.38,0.31,2.06,0.28,7,4,EPL,2024-2025
2024-12-26,Man City,Everton,2.17,1.84,1.13,0.97,1.04,0.87,8,2,EPL,2024-2025
2024-12-27,Brighton,Brentford,1.17,0.87,0.42,0.43,0.75,0.44,5,7,EPL,2024-2025
2024-12-27,Arsenal,Ipswich,0.8,0.63,0.37,0.34,0.43,0.29,7,7,EPL,2024-2025
2024-12-29,Tottenham,Wolves,2.59,1.62,1.28,0.62,1.31,1.0,8,5,EPL,2024-2025
2024-12-29,Leicester,Man City,1.17,1.62,0.48,0.87,0.69,0.75,8,1,EPL,2024-2025
2024-12-29,Everton,Nott'm Forest,0.42,2.36,0.22,0.86,0.2,1.5,3,2,EPL,2024-2025
2024-12-29,West Ham,Liverpool,0.64,4.0,0.25,1.84,0.39,2.16,3,2,EPL,2024-2025
2024-12-29,Crystal Palace,Southampton,1.5,1.21,0.78,0.45,0.72,0.76,4,7,EPL,2024-2025
2024-12-29,Fulham,Bournemouth,2.41,2.27,0.88,1.05,1.53,1.22,5,3,EPL,2024-2025
2024-12-30,Ipswich,Chelsea,1.87,0.1,0.71,0.04,1.16,0.06,8,1,EPL,2024-2025
2024-12-30,Aston Villa,Brighton,2.38,1.74,1.01,0.64,1.37,1.1,4,5,EPL,2024-2025
2024-12-30,Man United,Newcastle,0.15,2.11,0.08,1.01,0.07,1.1,7,7,EPL,2024-2025
2025-01-01,Brentford,Arsenal,1.67,3.2,0.63,1.59,1.04,1.61,8,4,EPL,2024-2025
2025-01-04,Aston Villa,Leicester,1.99,1.54,0.79,0.75,1.2,0.79,3,2,EPL,2024-2025
2025-01-04,Crystal Palace,Chelsea,1.0,1.33,0.44,0.51,0.56,0.82,3,7,EPL,2024-2025
2025-01-04,Tottenham,Newcastle,0.59,1.85,0.25,0.7,0.34,1.15,3,1,EPL,2024-2025
2025-01-04,Man City,West Ham,3.89,0.87,1.45,0.33,2.44,0.54,7,7,EPL,2024-2025
2025-01-04,Bournemouth,Everton,1.22,0.25,0.66,0.12,0.56,0.13,6,2,EPL,2024-2025
2025-01-04,Southampton,Brentford,0.15,4.0,0.07,2.02,0.08,1.98,4,1,EPL,2024-2025
2025-01-04,Brighton,Arsenal,1.63,1.43,0.8,0.67,0.83,0.76,2,3,EPL,2024-2025
2025-01-05,Liverpool,Man United,2.12,1.31,0.99,0.67,1.13,0.64,5,1,EPL,2024-2025
2025-01-05,Fulham,Ipswich,1.87,1.84,0.84,0.86,1.03,0.98,7,1,EPL,2024-2025
2025-01-06,Wolves,Nott'm Forest,0.38,3.48,0.18,1.77,0.2,1.71,5,2,EPL,2024-2025
2025-01-14,Brentford,Man City,2.47,3.0,1.24,1.62,1.23,1.38,3,4,EPL,2024-2025
2025-01-14,Chelsea,Bournemouth,1.99,2.55,1.08,1.02,0.91,1.53,3,4,EPL,2024-2025
2025-01-14,West Ham,Fulham,3.35,2.48,1.82,0.97,1.53,1.51,2,7,EPL,2024-2025
2025-01-14,Nott'm Forest,Liverpool,1.67,1.53,0.86,0.6,0.81,0.93,4,5,EPL,2024-2025
2025-01-15,Everton,Aston Villa,0.15,0.9,0.07,0.38,0.08,0.52,2,2,EPL,2024-2025
2025-01-15,Newcastle,Wolves,3.63,0.96,1.81,0.5,1.82,0.46,7,2,EPL,2024-2025
2025-01-15,Leicester,Crystal Palace,0.15,1.81,0.06,0.85,0.09,0.96,2,3,EPL,2024-2025
2025-01-15,Arsenal,Tottenham,2.05,1.41,0.91,0.51,1.14,0.9,6,1,EPL,2024-2025
2025-01-16,Man United,Southampton,3.56,0.64,1.43,0.28,2.13,0.36,6,5,EPL,2024-2025
2025-01-16,Ipswich,Brighton,0.47,1.33,0.16,0.49,0.31,0.84,8,4,EPL,2024-2025
2025-01-18,Arsenal,Aston Villa,1.86,1.83,0.97,0.79,0.89,1.04,4,3,EPL,2024-2025
2025-01-18,West Ham,Crystal Palace,1.05,3.0,0.51,1.57,0.54,1.43,3,7,EPL,2024-2025
2025-01-18,Leicester,Fulham,0.58,2.71,0.25,0.96,0.33,1.75,2,7,EPL,2024-2025
2025-01-18,Newcastle,Bournemouth,0.97,3.75,0.5,1.89,0.47,1.86,8,5,EPL,2024-2025
2025-01-18,Brentford,Liverpool,0.37,2.15,0.2,0.76,0.17,1.39,6,7,EPL,2024-2025
2025-01-19,Ipswich,Man City,0.44,4.0,0.19,1.79,0.25,2.21,5,3,EPL,2024-2025
2025-01-19,Nott'm Forest,Southampton,2.8,2.37,0.99,1.17,1.81,1.2,7,2,EPL,2024-2025
2025-01-19,Man United,Brighton,2.09,3.55,0.8,1.26,1.29,2.29,8,1,EPL,2024-2025
2025-01-19,Everton,Tottenham,3.14,2.63,1.56,1.18,1.58,1.45,4,1,EPL,2024-2025
2025-01-20,Chelsea,Wolves,2.88,1.99,1.51,0.72,1.37,1.27,5,4,EPL,2024-2025
2025-01-25,Brighton,Everton,0.45,1.02,0.2,0.51,0.25,0.51,7,4,EPL,2024-2025
2025-01-25,Bournemouth,Nott'm Forest,4.13,0.62,1.54,0.25,2.59,0.37,6,5,EPL,2024-2025
2025-01-25,Liverpool,Ipswich,3.7,1.46,2.02,0.63,1.68,0.83,8,2,EPL,2024-2025
2025-01-25,Man City,Chelsea,2.79,2.08,1.05,0.78,1.74,1.3,7,2,EPL,2024-2025
2025-01-25,Southampton,Newcastle,1.1,2.73,0.48,1.09,0.62,1.64,3,1,EPL,2024-2025
2025-01-25,Wolves,Arsenal,1.4,1.66,0.73,0.68,0.67,0.98,4,3,EPL,2024-2025
2025-01-26,Crystal Palace,Brentford,1.19,2.71,0.48,1.44,0.71,1.27,6,5,EPL,2024-2025
2025-01-26,Tottenham,Leicester,1.04,2.39,0.45,1.0,0.59,1.39,5,4,EPL,2024-2025
2025-01-26,Aston Villa,West Ham,1.81,1.38,0.64,0.74,1.17,0.64,2,1,EPL,2024-2025
2025-01-26,Fulham,Man United,0.15,1.39,0.08,0.55,0.07,0.84,5,6,EPL,2024-2025
2025-02-01,Wolves,Aston Villa,2.37,0.46,0.93,0.2,1.44,0.26,8,4,EPL,2024-2025
2025-02-01,Ipswich,Southampton,1.19,1.81,0.58,0.72,0.61,1.09,3,3,EPL,2024-2025
2025-02-01,Newcastle,Fulham,1.34,1.73,0.65,0.73,0.69,1.0,2,3,EPL,2024-2025
2025-02-01,Nott'm Forest,Brighton,4.5,0.65,1.81,0.26,2.69,0.39,4,3,EPL,2024-2025
2025-02-01,Bournemouth,Liverpool,0.43,1.9,0.16,0.87,0.27,1.03,8,6,EPL,2024-2025
2025-02-01,Everton,Leicester,4.32,1.04,2.12,0.41,2.2,0.63,2,1,EPL,2024-2025
2025-02-02,Brentford,Tottenham,0.51,2.04,0.26,1.07,0.25,0.97,2,3,EPL,2024-2025
2025-02-02,Arsenal,Man City,4.5,1.13,1.92,0.56,2.58,0.57,5,2,EPL,2024-2025
2025-02-02,Man United,Crystal Palace,1.28,1.42,0.66,0.71,0.62,0.71,6,4,EPL,2024-2025
2025-02-03,Chelsea,West Ham,2.39,1.75,0.88,0.78,1.51,0.97,6,4,EPL,2024-2025
2025-02-12,Everton,Liverpool,1.76,2.08,0.95,0.74,0.81,1.34,6,7,EPL,2024-2025
2025-02-14,Brighton,Chelsea,3.37,0.1,1.47,0.05,1.9,0.05,6,3,EPL,2024-2025
2025-02-15,Southampton,Bournemouth,1.54,3.16,0.64,1.19,0.9,1.97,7,4,EPL,2024-2025
2025-02-15,Aston Villa,Ipswich,1.84,2.04,0.97,0.76,0.87,1.28,7,5,EPL,2024-2025
2025-02-15,West Ham,Brentford,0.56,1.2,0.28,0.59,0.28,0.61,7,2,EPL,2024-2025
2025-02-15,Man City,Newcastle,3.79,0.3,1.94,0.11,1.85,0.19,6,2,EPL,2024-2025
